,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
131,6.3,0.0,0.6,60.0,5.7,999.5,1.0,5.3,0.006,0.5,0.017,0.024,37.0,29.0
132,6.5,0.0,1.1,57.0,5.5,998.3,1.0,8.7,0.005,0.5,0.02,0.022,26.0,13.0
133,8.6,0.0,1.0,48.0,5.4,997.1,1.0,11.8,0.005,0.4,0.022,0.022,24.0,11.0
134,8.4,0.0,1.9,48.0,5.3,996.1,1.0,11.4,0.004,0.3,0.026,0.017,22.0,9.0
135,9.0,0.0,1.1,46.0,5.3,995.7,0.9,9.1,0.004,0.3,0.027,0.018,25.0,6.0
136,9.2,0.0,0.3,47.0,5.5,995.4,0.9,6.4,0.004,0.3,0.026,0.021,16.0,9.0
137,8.1,0.0,0.6,51.0,5.5,995.3,0.7,4.6,0.007,0.7,0.011,0.042,20.0,11.0
138,5.8,0.0,0.6,62.0,5.7,995.6,0.0,2.6,0.011,1.1,0.003,0.051,31.0,18.0
139,4.2,0.0,0.5,71.0,5.8,996.3,0.0,1.5,0.008,0.9,0.002,0.046,56.0,34.0
140,3.0,0.0,0.4,75.0,5.7,996.5,0.0,1.3,0.009,1.1,0.002,0.042,36.0,26.0
141,2.6,0.0,0.1,78.0,5.8,996.5,0.0,1.0,0.008,1.2,0.002,0.042,36.0,29.0
142,1.3,0.0,0.0,85.0,5.7,996.4,0.0,0.6,0.007,1.1,0.002,0.04,56.0,34.0
143,0.1,0.0,0.2,90.0,5.6,996.5,0.0,0.4,0.006,1.1,0.002,0.036,50.0,34.0
144,-0.2,0.0,0.1,93.0,5.6,996.1,0.0,0.1,0.004,0.8,0.002,0.03,50.0,32.0
145,-0.8,0.0,0.3,93.0,5.4,995.8,0.0,-0.1,0.003,0.8,0.002,0.027,43.0,32.0
146,-1.0,0.0,0.3,96.0,5.5,995.6,0.0,-0.4,0.004,0.8,0.002,0.026,37.0,28.0
147,-1.6,0.0,0.0,95.0,5.2,995.6,0.0,-0.6,0.005,1.1,0.002,0.025,35.0,28.0
148,-2.1,0.0,0.0,96.0,5.0,995.1,0.0,-0.8,0.005,1.0,0.002,0.023,36.0,26.0
149,-2.5,0.0,0.1,95.0,4.9,994.8,0.0,-0.7,0.005,0.9,0.002,0.021,37.0,28.0
150,-2.4,0.0,0.6,97.0,5.0,995.0,0.0,-0.5,0.006,1.0,0.002,0.022,33.0,26.0
151,-2.2,0.0,0.2,97.0,5.0,995.2,0.0,-0.3,0.005,1.1,0.002,0.023,41.0,29.0
152,-2.1,0.0,0.0,97.0,5.1,995.5,0.0,-0.1,0.005,1.2,0.003,0.029,48.0,38.0
153,-2.0,0.0,0.2,97.0,5.1,996.1,0.0,0.0,0.005,0.8,0.003,0.023,68.0,51.0
154,-1.4,0.0,0.7,97.0,5.4,995.4,0.0,0.5,0.006,0.7,0.006,0.02,54.0,39.0
155,-0.2,0.0,0.5,98.0,5.9,994.6,0.2,2.3,0.005,0.6,0.009,0.021,58.0,39.0
156,4.2,0.0,0.6,75.0,6.2,993.6,1.0,6.7,0.005,0.5,0.012,0.024,55.0,37.0
157,7.6,0.0,1.0,57.0,6.0,991.8,1.0,9.7,0.005,0.5,0.016,0.025,59.0,38.0
158,7.8,0.0,0.8,53.0,5.6,990.6,1.0,10.3,0.005,0.5,0.021,0.026,59.0,42.0
159,8.7,0.0,0.4,52.0,5.8,990.2,0.9,8.0,0.004,0.4,0.018,0.031,58.0,42.0
160,9.2,0.0,0.7,50.0,5.8,990.0,0.8,7.1,0.004,0.5,0.018,0.034,76.0,47.0
161,8.4,0.0,0.0,54.0,6.0,989.9,0.3,4.4,0.013,1.5,0.004,0.056,60.0,45.0
162,5.4,0.0,1.1,69.0,6.2,989.8,0.0,2.5,0.012,1.5,0.002,0.053,114.0,65.0
163,4.2,0.0,0.5,75.0,6.2,990.3,0.0,1.5,0.011,1.6,0.002,0.048,98.0,72.0
164,3.4,0.0,0.1,79.0,6.1,990.5,0.0,1.1,0.009,1.4,0.002,0.047,96.0,71.0
165,2.6,0.0,0.0,83.0,6.1,990.6,0.0,1.0,0.012,1.9,0.002,0.044,120.0,76.0
166,2.2,0.0,0.1,86.0,6.1,990.7,0.0,1.0,0.009,1.6,0.002,0.041,98.0,72.0
167,1.9,0.0,0.2,87.0,6.1,990.9,0.0,1.0,0.008,1.4,0.002,0.037,98.0,68.0
168,1.6,0.0,0.1,88.0,6.1,990.8,0.0,1.0,0.008,1.5,0.002,0.034,89.0,65.0
169,2.2,0.0,0.1,87.0,6.2,990.3,0.0,1.1,0.011,2.1,0.002,0.033,84.0,67.0
170,2.1,0.0,0.1,86.0,6.1,990.2,0.0,1.7,0.01,1.9,0.002,0.031,88.0,67.0
171,2.0,0.0,0.0,87.0,6.1,989.8,0.0,1.7,0.007,1.2,0.002,0.027,83.0,62.0
172,1.9,0.0,0.0,89.0,6.2,988.9,0.0,1.7,0.006,0.9,0.002,0.024,72.0,50.0
173,1.7,0.0,0.1,89.0,6.1,988.0,0.0,1.8,0.008,1.2,0.002,0.027,57.0,47.0
174,1.9,0.0,0.1,89.0,6.2,987.2,0.0,1.8,0.014,1.9,0.002,0.031,59.0,44.0
175,1.8,0.0,0.5,89.0,6.2,987.4,0.0,1.7,0.014,2.2,0.002,0.035,68.0,52.0
176,2.2,0.0,0.0,88.0,6.3,987.4,0.0,1.9,0.015,2.2,0.002,0.036,77.0,60.0
177,2.7,0.0,0.0,87.0,6.4,987.5,0.0,1.9,0.013,1.9,0.004,0.038,92.0,68.0
178,5.6,0.0,0.5,73.0,6.6,987.4,0.8,4.9,0.008,1.0,0.009,0.031,94.0,76.0
179,9.1,0.0,1.0,61.0,7.0,986.6,0.7,7.0,0.006,0.6,0.016,0.023,59.0,40.0
180,11.6,0.0,0.8,53.0,7.2,985.3,0.8,11.2,0.004,0.3,0.03,0.011,37.0,21.0
181,13.6,0.0,1.2,48.0,7.4,984.0,1.0,14.5,0.004,0.3,0.032,0.011,19.0,8.0
182,11.6,0.0,0.9,52.0,7.1,982.8,0.6,11.2,0.004,0.3,0.03,0.015,10.0,6.0
183,11.5,0.0,0.5,47.0,6.3,982.5,0.1,10.7,0.005,0.3,0.028,0.018,26.0,7.0
184,11.1,0.0,1.7,54.0,7.1,982.3,0.0,9.0,0.005,0.4,0.025,0.022,20.0,8.0
185,10.4,0.0,1.6,57.0,7.2,982.1,0.0,7.6,0.007,0.5,0.023,0.024,20.0,15.0
186,9.6,0.0,0.9,62.0,7.4,982.1,0.0,6.9,0.009,0.8,0.01,0.042,17.0,0.0
187,9.0,0.0,0.1,66.0,7.5,982.1,0.0,6.5,0.009,0.9,0.003,0.05,25.0,19.0
188,8.2,0.0,0.1,72.0,7.8,982.2,0.0,6.1,0.009,1.0,0.002,0.047,40.0,23.0
189,7.9,0.0,0.0,73.0,7.7,982.2,0.0,5.8,0.006,0.6,0.007,0.041,36.0,26.0
190,7.6,0.0,0.1,74.0,7.7,982.2,0.0,5.5,0.006,0.7,0.002,0.05,35.0,26.0
191,7.0,0.0,0.3,77.0,7.7,982.2,0.0,5.3,0.007,0.6,0.003,0.047,39.0,23.0
192,8.4,0.0,2.4,62.0,6.8,982.0,0.0,5.2,0.005,0.6,0.012,0.029,47.0,33.0
193,7.6,0.0,1.6,67.0,7.0,981.8,0.0,4.7,0.004,0.6,0.02,0.016,45.0,37.0
194,6.7,0.0,2.8,73.0,7.1,981.9,0.0,4.6,0.003,0.5,0.03,0.01,50.0,43.0
195,5.7,0.0,3.4,79.0,7.2,982.6,0.0,4.4,0.003,0.5,0.037,0.007,41.0,31.0
196,5.3,0.0,2.0,76.0,6.8,982.7,0.0,4.1,0.004,0.8,0.036,0.008,35.0,28.0
197,5.3,0.0,2.6,66.0,5.9,982.6,0.0,3.7,0.004,0.7,0.034,0.01,35.0,26.0
198,5.2,0.1,1.9,61.0,5.4,983.2,0.0,3.4,0.004,0.7,0.028,0.015,36.0,32.0
199,5.3,0.0,3.8,59.0,5.3,983.5,0.0,3.1,0.005,0.8,0.027,0.018,46.0,39.0
200,5.1,0.0,2.0,61.0,5.4,984.1,0.0,3.2,0.005,0.8,0.026,0.023,52.0,40.0
201,5.0,0.0,2.2,62.0,5.4,985.1,0.0,3.2,0.005,0.8,0.028,0.023,56.0,39.0
202,4.8,0.0,2.3,61.0,5.3,986.1,0.0,3.9,0.005,0.7,0.029,0.023,53.0,41.0
203,5.2,0.0,3.4,55.0,4.9,986.2,0.6,4.9,0.004,0.7,0.032,0.019,53.0,37.0
204,7.2,0.0,1.3,49.0,5.0,985.9,0.5,8.6,0.004,0.8,0.031,0.02,51.0,34.0
205,7.4,0.0,2.2,48.0,4.9,985.3,1.0,10.7,0.005,0.8,0.03,0.024,62.0,48.0
206,7.5,0.0,2.8,43.0,4.5,985.0,1.0,10.0,0.005,0.8,0.027,0.028,79.0,58.0
207,7.6,0.0,2.6,33.0,3.5,985.1,1.0,7.9,0.005,0.8,0.024,0.033,78.0,58.0
208,6.6,0.0,3.8,38.0,3.7,985.9,1.0,5.4,0.006,0.8,0.017,0.043,83.0,58.0
209,5.4,0.0,2.8,45.0,4.0,986.5,0.7,3.6,0.007,0.8,0.017,0.041,95.0,70.0
210,4.5,0.0,2.1,52.0,4.4,987.4,0.0,2.1,0.008,0.8,0.016,0.043,85.0,62.0
211,3.7,0.0,2.2,55.0,4.4,988.1,0.0,1.3,0.006,0.7,0.014,0.042,78.0,57.0
212,2.5,0.0,0.7,59.0,4.3,988.6,0.0,0.8,0.006,0.7,0.014,0.04,74.0,52.0
213,2.0,0.0,1.6,61.0,4.3,988.9,0.0,0.7,0.007,0.8,0.008,0.045,71.0,49.0
214,1.5,0.0,0.5,63.0,4.3,989.1,0.0,0.3,0.006,0.8,0.01,0.04,72.0,49.0
215,0.8,0.0,1.3,67.0,4.3,989.4,0.0,0.0,0.006,0.7,0.013,0.034,70.0,48.0
216,-0.3,0.0,0.8,73.0,4.4,989.5,0.0,-0.4,0.006,0.7,0.012,0.033,68.0,50.0
217,-0.3,0.0,1.7,72.0,4.3,989.7,0.0,-0.6,0.007,0.7,0.011,0.034,71.0,48.0
218,-0.7,0.0,1.2,70.0,4.1,990.0,0.0,-0.9,0.007,0.7,0.01,0.034,65.0,48.0
219,-0.8,0.0,1.5,67.0,3.9,990.5,0.0,-1.1,0.006,0.6,0.013,0.029,66.0,50.0
220,-1.1,0.0,2.0,63.0,3.6,990.2,0.0,-1.3,0.005,0.8,0.014,0.028,60.0,47.0
221,-1.6,0.0,1.3,63.0,3.4,990.6,0.0,-1.4,0.005,0.7,0.014,0.026,65.0,51.0
222,-2.0,0.0,2.7,62.0,3.3,991.0,0.0,-1.6,0.005,0.6,0.012,0.029,63.0,48.0
223,-2.6,0.0,2.3,64.0,3.2,991.4,0.0,-1.8,0.005,0.6,0.008,0.036,57.0,37.0
224,-3.1,0.0,1.1,63.0,3.1,992.2,0.0,-1.9,0.006,0.7,0.01,0.035,52.0,32.0
225,-2.7,0.0,1.4,58.0,2.9,992.6,0.9,-1.6,0.005,0.6,0.019,0.026,53.0,28.0
226,-1.4,0.0,2.1,49.0,2.7,992.9,1.0,-0.8,0.004,0.5,0.026,0.016,48.0,26.0
227,0.0,0.0,1.9,39.0,2.4,992.6,1.0,0.0,0.004,0.5,0.024,0.019,36.0,18.0
228,1.9,0.0,2.2,35.0,2.5,991.7,1.0,1.4,0.004,0.5,0.025,0.017,38.0,18.0
229,2.1,0.0,4.5,37.0,2.6,990.7,1.0,3.4,0.005,0.5,0.02,0.025,48.0,22.0
230,1.5,0.0,4.0,43.0,2.9,990.8,0.9,2.7,0.004,0.5,0.021,0.025,54.0,28.0
231,1.9,0.0,2.6,48.0,3.4,991.0,0.7,2.7,0.004,0.5,0.025,0.022,55.0,22.0
232,2.0,0.0,2.4,47.0,3.3,991.2,0.8,1.6,0.004,0.4,0.026,0.021,54.0,26.0
233,1.3,0.0,3.1,48.0,3.2,991.1,0.7,0.3,0.004,0.5,0.022,0.026,48.0,16.0
234,0.8,0.0,1.5,46.0,3.0,991.4,0.0,-0.3,0.006,0.6,0.019,0.03,46.0,14.0
