������,�����Ͻ�,���(��C),������(mm),ǳ��(m__s),����(%),�����(hPa),�������(hPa),����(hr),����(10m),����µ�(��C),SO2,CO,O3,NO2,PM10,PM25
0.0007955801104972,2017122418,8.6,0.0,0.9,85.0,9.5,1003.9,0.6,498.0,8.2,0.005,0.7,0.042,0.014,25.0,11.0
0.0,2017122419,9.2,0.0,2.0,48.0,5.6,1005.8,0.0,2000.0,5.7,0.004,0.7,0.047,0.013,26.0,12.0
0.0,2017122420,7.8,0.0,3.5,51.0,5.4,1007.6,0.0,2000.0,4.4,0.003,0.7,0.047,0.013,24.0,12.0
0.0,2017122421,6.7,0.0,4.2,51.0,5.0,1009.4,0.0,1977.0,2.7,0.003,0.7,0.043,0.013,30.0,13.0
0.0,2017122422,5.7,0.0,3.6,48.0,4.4,1010.6,0.0,1969.0,1.6,0.003,0.7,0.041,0.012,36.0,18.0
0.0,2017122423,5.2,0.0,3.4,50.0,4.4,1011.5,0.0,1850.0,1.9,0.003,0.7,0.04,0.011,42.0,20.0
0.0,2017122424,5.4,0.0,4.2,43.0,3.8,1012.3,0.0,1938.0,1.5,0.004,0.7,0.039,0.011,38.0,18.0
0.0,2017122501,5.2,0.0,3.2,45.0,4.0,1012.7,0.0,1780.0,0.8,0.004,0.7,0.037,0.011,40.0,26.0
0.0,2017122502,4.8,0.0,2.6,48.0,4.1,1013.3,0.0,1754.0,1.3,0.004,0.7,0.035,0.012,43.0,22.0
0.0,2017122503,3.8,0.0,1.7,53.0,4.2,1013.6,0.0,1497.0,0.9,0.004,0.7,0.034,0.01,34.0,19.0
0.0,2017122504,2.8,0.0,0.8,60.0,4.5,1014.1,0.0,1559.0,0.5,0.003,0.7,0.035,0.01,36.0,15.0
0.0,2017122505,2.9,0.0,1.9,58.0,4.4,1014.8,0.0,1685.0,-0.8,0.003,0.5,0.038,0.008,30.0,12.0
0.0,2017122506,3.3,0.0,4.0,32.0,2.5,1015.5,0.0,2000.0,-0.4,0.003,0.5,0.038,0.008,11.0,6.0
0.0,2017122507,2.2,0.0,2.0,36.0,2.6,1016.5,0.0,2000.0,-0.6,0.003,0.5,0.033,0.013,25.0,5.0
0.0015911602209944,2017122508,1.8,0.0,2.4,37.0,2.6,1017.3,0.0,2000.0,-0.8,0.003,0.5,0.031,0.015,25.0,8.0
0.110585635359116,2017122509,0.9,0.0,1.4,41.0,2.7,1018.1,0.0,2000.0,-1.0,0.003,0.5,0.03,0.017,25.0,10.0
0.3397127071823204,2017122510,2.7,0.0,1.9,32.0,2.4,1018.4,0.7,2000.0,-0.5,0.003,0.5,0.032,0.013,21.0,12.0
0.5187182320441989,2017122511,3.7,0.0,1.7,24.0,1.9,1018.8,1.0,2000.0,-0.1,0.003,0.4,0.034,0.012,18.0,14.0
0.6261215469613259,2017122512,4.7,0.0,1.6,21.0,1.8,1018.8,1.0,2000.0,4.0,0.003,0.5,0.035,0.01,20.0,14.0
0.6523756906077348,2017122513,5.6,0.0,1.2,20.0,1.8,1018.2,1.0,2000.0,9.3,0.003,0.5,0.035,0.011,29.0,11.0
0.6300994475138122,2017122514,5.6,0.0,2.4,21.0,1.9,1017.7,1.0,2000.0,11.2,0.002,0.5,0.036,0.01,21.0,8.0
0.5537237569060773,2017122515,6.6,0.0,1.7,17.0,1.7,1017.3,1.0,1946.0,11.7,0.002,0.5,0.036,0.01,19.0,6.0
0.3715359116022099,2017122516,5.9,0.0,3.6,15.0,1.4,1017.5,1.0,1995.0,9.0,0.002,0.5,0.035,0.011,9.0,6.0
0.1280883977900552,2017122517,5.7,0.0,2.6,17.0,1.6,1018.3,1.0,2000.0,6.1,0.003,0.5,0.033,0.013,11.0,3.0
0.0023867403314917,2017122518,3.9,0.0,3.6,22.0,1.8,1018.7,0.7,2000.0,1.1,0.003,0.5,0.028,0.016,12.0,1.0
0.0,2017122519,2.4,0.0,1.6,27.0,2.0,1019.2,0.0,2000.0,-0.9,0.006,0.5,0.024,0.02,18.0,1.0
0.0,2017122520,0.5,0.0,0.2,33.0,2.1,1019.2,0.0,2000.0,-0.4,0.003,0.5,0.023,0.02,16.0,2.0
0.0,2017122521,-1.6,0.0,0.3,50.0,2.7,1019.7,0.0,2000.0,-0.8,0.003,0.5,0.016,0.028,21.0,4.0
0.0,2017122522,-2.5,0.0,0.3,57.0,2.9,1019.7,0.0,2000.0,-1.2,0.004,0.6,0.014,0.03,18.0,3.0
0.0,2017122523,-3.6,0.0,0.5,62.0,2.9,1020.0,0.0,2000.0,-1.8,0.004,0.5,0.027,0.015,18.0,5.0
0.0,2017122524,-2.0,0.0,1.2,47.0,2.5,1020.3,0.0,2000.0,-2.3,0.003,0.5,0.031,0.01,20.0,7.0
0.0,2017122601,-3.3,0.0,0.8,60.0,2.9,1019.7,0.0,2000.0,-2.7,0.004,0.5,0.02,0.022,25.0,8.0
0.0,2017122602,-3.8,0.0,0.0,63.0,2.9,1019.7,0.0,2000.0,-3.2,0.003,0.6,0.008,0.031,25.0,10.0
0.0,2017122603,-3.7,0.0,0.4,59.0,2.8,1020.0,0.0,2000.0,-3.4,0.006,0.5,0.016,0.02,27.0,11.0
0.0,2017122604,-4.8,0.0,0.8,72.0,3.1,1020.5,0.0,2000.0,-3.7,0.005,0.5,0.013,0.021,26.0,12.0
0.0,2017122605,-4.9,0.0,0.7,74.0,3.1,1020.1,0.0,2000.0,-3.6,0.004,0.5,0.009,0.024,20.0,11.0
0.0,2017122606,-5.2,0.0,0.1,74.0,3.1,1019.5,0.0,2000.0,-3.9,0.005,0.6,0.004,0.03,26.0,11.0
0.0,2017122607,-5.6,0.0,0.5,76.0,3.1,1019.4,0.0,1990.0,-4.2,0.005,0.5,0.003,0.032,34.0,11.0
0.0,2017122608,-5.2,0.0,0.4,77.0,3.2,1019.5,0.0,2000.0,-3.8,0.005,0.5,0.004,0.033,35.0,11.0
0.030232044198895,2017122609,-3.9,0.0,1.3,73.0,3.3,1019.6,0.0,1831.0,-2.5,0.006,0.7,0.003,0.037,59.0,24.0
0.1519558011049724,2017122610,-1.6,0.0,0.7,65.0,3.5,1019.7,0.0,1681.0,-0.8,0.008,0.9,0.005,0.04,62.0,24.0
0.3627845303867403,2017122611,0.2,0.0,0.6,61.0,3.8,1019.9,0.6,1779.0,-0.4,0.009,0.7,0.01,0.03,45.0,28.0
0.5791823204419889,2017122612,2.2,0.0,0.9,58.0,4.2,1019.5,0.2,1724.0,0.3,0.016,0.7,0.014,0.031,62.0,40.0
0.3373259668508287,2017122613,6.3,0.0,0.7,44.0,4.2,1018.8,1.0,1795.0,4.6,0.007,0.6,0.023,0.023,45.0,19.0
0.4693922651933702,2017122614,7.4,0.0,2.0,36.0,3.7,1018.4,1.0,2000.0,8.5,0.003,0.6,0.034,0.012,29.0,10.0
0.5394033149171271,2017122615,6.9,0.0,2.7,31.0,3.1,1017.6,0.8,2000.0,6.5,0.003,0.5,0.035,0.012,26.0,11.0
0.3444861878453039,2017122616,5.6,0.0,5.7,32.0,2.9,1018.4,1.0,1976.0,5.8,0.003,0.5,0.032,0.014,27.0,11.0
0.1177458563535911,2017122617,5.5,0.0,4.4,27.0,2.4,1018.6,1.0,2000.0,4.1,0.003,0.5,0.034,0.014,19.0,7.0
0.0031823204419889,2017122618,4.5,0.0,5.1,22.0,1.8,1019.1,0.6,2000.0,0.2,0.003,0.5,0.035,0.013,16.0,1.0
0.0,2017122619,3.5,0.0,4.7,23.0,1.8,1019.7,0.0,2000.0,-0.3,0.002,0.5,0.036,0.011,11.0,1.0
0.0,2017122620,2.9,0.0,3.6,25.0,1.9,1020.2,0.0,2000.0,-0.6,0.003,0.4,0.038,0.01,20.0,1.0
0.0,2017122621,2.6,0.0,4.6,22.0,1.6,1020.5,0.0,2000.0,-0.9,0.003,0.4,0.034,0.014,16.0,1.0
0.0,2017122622,1.2,0.0,4.0,19.0,1.3,1020.8,0.0,2000.0,-1.3,0.003,0.4,0.035,0.009,16.0,2.0
0.0,2017122623,-1.0,0.0,2.0,25.0,1.4,1021.3,0.0,2000.0,-2.3,0.003,0.4,0.035,0.008,11.0,3.0
0.0,2017122624,-1.7,0.0,3.7,27.0,1.5,1021.8,0.0,2000.0,-3.1,0.003,0.4,0.034,0.008,12.0,2.0
0.0,2017122701,-1.6,0.0,3.4,22.0,1.2,1022.3,0.0,2000.0,-3.6,0.003,0.4,0.034,0.007,12.0,2.0
0.0,2017122702,-2.1,0.0,2.3,21.0,1.1,1022.5,0.0,2000.0,-4.2,0.003,0.4,0.035,0.006,11.0,3.0
0.0,2017122703,-2.8,0.0,1.7,23.0,1.1,1022.8,0.0,2000.0,-4.7,0.003,0.4,0.034,0.007,8.0,1.0
0.0,2017122704,-3.2,0.0,1.7,24.0,1.2,1023.1,0.0,2000.0,-5.2,0.003,0.4,0.034,0.008,9.0,2.0
0.0,2017122705,-4.7,0.0,0.7,30.0,1.3,1023.2,0.0,2000.0,-6.0,0.004,0.4,0.029,0.011,11.0,5.0
0.0,2017122706,-4.7,0.0,1.1,25.0,1.1,1023.4,0.0,2000.0,-6.6,0.003,0.4,0.029,0.011,18.0,5.0
0.0,2017122707,-6.4,0.0,0.5,49.0,1.9,1023.6,0.0,2000.0,-7.1,0.003,0.4,0.029,0.014,15.0,3.0
0.0007955801104972,2017122708,-7.5,0.0,0.4,52.0,1.8,1024.3,0.0,2000.0,-7.5,0.004,0.4,0.019,0.026,11.0,3.0
0.1129723756906077,2017122709,-7.6,0.0,0.9,57.0,2.0,1025.0,0.0,2000.0,-7.5,0.005,0.5,0.018,0.026,19.0,5.0
0.3405082872928177,2017122710,-3.7,0.0,0.2,48.0,2.2,1025.7,0.8,2000.0,-4.6,0.003,0.4,0.028,0.015,22.0,9.0
0.5258784530386741,2017122711,-1.6,0.0,1.2,21.0,1.1,1025.9,1.0,2000.0,-0.7,0.004,0.4,0.032,0.012,14.0,9.0
0.6293038674033149,2017122712,0.4,0.0,1.2,15.0,0.9,1025.8,1.0,2000.0,0.8,0.003,0.4,0.035,0.012,12.0,12.0
0.6738563535911603,2017122713,2.6,0.0,1.3,12.0,0.9,1024.8,1.0,2000.0,3.5,0.003,0.4,0.036,0.01,12.0,10.0
0.6507845303867403,2017122714,2.9,0.0,1.9,12.0,0.9,1023.8,1.0,2000.0,5.7,0.003,0.4,0.036,0.01,12.0,8.0
0.5656574585635359,2017122715,3.9,0.0,1.5,11.0,0.9,1023.2,1.0,2000.0,6.5,0.002,0.4,0.036,0.011,10.0,7.0
0.3858563535911602,2017122716,4.1,0.0,2.6,11.0,0.9,1022.6,1.0,2000.0,5.1,0.002,0.4,0.035,0.011,9.0,2.0
0.1392265193370165,2017122717,4.1,0.0,2.9,13.0,1.1,1022.8,1.0,2000.0,2.4,0.002,0.5,0.033,0.013,11.0,1.0
0.0023867403314917,2017122718,3.3,0.0,2.3,13.0,1.0,1023.3,0.7,2000.0,-0.5,0.002,0.5,0.03,0.017,12.0,3.0
0.0,2017122719,2.6,0.0,3.2,15.0,1.1,1023.7,0.0,2000.0,-0.9,0.003,0.5,0.023,0.027,12.0,1.0
0.0,2017122720,1.5,0.0,1.8,18.0,1.2,1023.7,0.0,2000.0,-1.6,0.003,0.5,0.024,0.024,11.0,1.0
0.0,2017122721,1.0,0.0,1.6,19.0,1.2,1023.7,0.0,2000.0,-2.1,0.003,0.5,0.027,0.019,12.0,1.0
0.0,2017122722,-2.1,0.0,0.3,31.0,1.6,1024.1,0.0,2000.0,-2.8,0.003,0.5,0.015,0.033,27.0,1.0
0.0,2017122723,-3.6,0.0,0.7,41.0,1.9,1024.4,0.0,2000.0,-3.4,0.004,0.5,0.014,0.032,22.0,4.0
0.0,2017122724,-4.4,0.0,0.1,49.0,2.2,1025.0,0.0,2000.0,-3.8,0.004,0.6,0.008,0.033,31.0,9.0
0.0,2017122801,-5.1,0.0,0.2,56.0,2.3,1025.2,0.0,2000.0,-4.4,0.004,0.5,0.011,0.024,25.0,10.0
0.0,2017122802,-5.9,0.0,0.1,59.0,2.3,1025.6,0.0,2000.0,-4.8,0.005,0.6,0.006,0.032,26.0,10.0
0.0,2017122803,-6.5,0.0,0.3,60.0,2.3,1025.9,0.0,2000.0,-5.3,0.009,0.6,0.004,0.031,23.0,11.0
0.0,2017122804,-7.0,0.0,0.3,61.0,2.2,1026.0,0.0,2000.0,-5.5,0.006,0.6,0.003,0.029,30.0,12.0
0.0,2017122805,-6.8,0.0,0.5,64.0,2.4,1025.9,0.0,2000.0,-5.6,0.005,0.5,0.012,0.025,26.0,12.0
0.0,2017122806,-7.4,0.0,0.3,68.0,2.4,1025.8,0.0,2000.0,-5.7,0.006,0.5,0.01,0.027,23.0,12.0
0.0,2017122807,-6.7,0.0,0.2,66.0,2.4,1026.4,0.0,2000.0,-5.6,0.005,0.5,0.011,0.026,33.0,14.0
0.0007955801104972,2017122808,-5.6,0.0,0.5,62.0,2.5,1027.0,0.0,1934.0,-5.3,0.005,0.6,0.004,0.04,36.0,14.0
0.0692154696132596,2017122809,-5.0,0.0,0.4,61.0,2.6,1027.3,0.0,1948.0,-5.0,0.006,0.6,0.008,0.037,43.0,19.0
0.2275359116022099,2017122810,-2.2,0.0,0.6,37.0,1.9,1027.6,0.1,1902.0,-2.3,0.005,0.6,0.015,0.028,45.0,19.0
0.3468729281767956,2017122811,0.3,0.0,1.7,37.0,2.3,1027.1,0.9,1421.0,-0.4,0.007,0.7,0.026,0.022,63.0,42.0
0.3834696132596685,2017122812,2.3,0.0,1.8,36.0,2.6,1026.1,1.0,1004.0,0.8,0.006,0.7,0.035,0.015,79.0,47.0
0.4510939226519337,2017122813,3.6,0.0,1.8,35.0,2.8,1025.0,1.0,1016.0,2.8,0.006,0.7,0.035,0.015,79.0,42.0
0.2458342541436464,2017122814,5.2,0.0,1.7,33.0,2.9,1023.9,0.7,832.0,4.5,0.006,0.7,0.032,0.019,75.0,39.0
0.1758232044198895,2017122815,5.1,0.0,1.7,34.0,3.0,1023.4,0.0,844.0,3.7,0.005,0.7,0.034,0.018,75.0,38.0
0.1734364640883978,2017122816,5.1,0.0,2.0,34.0,3.0,1022.8,0.0,896.0,3.2,0.005,0.7,0.035,0.018,73.0,40.0
0.0716022099447513,2017122817,4.8,0.0,1.6,34.0,2.9,1022.9,0.1,890.0,1.8,0.005,0.8,0.022,0.032,73.0,38.0
0.0023867403314917,2017122818,3.4,0.0,0.5,40.0,3.1,1023.0,0.0,877.0,-1.2,0.005,0.9,0.007,0.053,95.0,42.0
0.0,2017122819,1.1,0.0,0.5,48.0,3.2,1023.6,0.0,909.0,-0.6,0.006,1.0,0.003,0.057,101.0,47.0
0.0,2017122820,0.0,0.0,0.2,56.0,3.4,1024.0,0.0,652.0,-0.8,0.005,1.0,0.004,0.049,106.0,54.0
0.0,2017122821,-1.1,0.0,0.0,60.0,3.4,1023.7,0.0,759.0,-1.0,0.005,1.0,0.003,0.047,96.0,42.0
0.0,2017122822,-2.4,0.0,0.3,65.0,3.3,1024.0,0.0,645.0,-1.8,0.004,1.0,0.004,0.041,99.0,44.0
0.0,2017122823,-3.2,0.0,0.1,71.0,3.4,1023.6,0.0,579.0,-2.4,0.003,0.9,0.004,0.036,89.0,40.0
0.0,2017122824,-4.0,0.0,0.5,76.0,3.5,1023.9,0.0,516.0,-2.9,0.004,1.0,0.003,0.039,90.0,43.0
0.0,2017122901,-4.5,0.0,0.2,77.0,3.4,1023.8,0.0,512.0,-3.4,0.004,0.9,0.003,0.037,81.0,40.0
0.0,2017122902,-4.9,0.0,0.8,79.0,3.4,1023.5,0.0,473.0,-3.8,0.003,0.9,0.003,0.032,83.0,45.0
0.0,2017122903,-5.0,0.0,0.5,79.0,3.3,1023.5,0.0,456.0,-4.0,0.003,0.9,0.004,0.027,78.0,42.0
0.0,2017122904,-5.1,0.0,0.1,82.0,3.4,1023.4,0.0,411.0,-4.2,0.003,0.8,0.003,0.027,77.0,40.0
0.0,2017122905,-5.4,0.0,0.6,83.0,3.4,1023.0,0.0,403.0,-4.5,0.005,0.9,0.003,0.028,80.0,43.0
0.0,2017122906,-5.3,0.0,0.5,83.0,3.4,1022.8,0.0,391.0,-4.2,0.007,0.9,0.003,0.029,80.0,45.0
0.0,2017122907,-4.2,0.0,0.5,79.0,3.5,1022.7,0.0,442.0,-3.0,0.006,0.9,0.002,0.029,84.0,47.0
0.0,2017122908,-3.4,0.0,0.2,79.0,3.8,1022.9,0.0,415.0,-2.5,0.006,0.9,0.003,0.033,82.0,47.0
0.0477348066298342,2017122909,-2.9,0.0,0.3,77.0,3.8,1023.5,0.0,449.0,-2.3,0.008,1.1,0.004,0.035,95.0,54.0
0.2394696132596685,2017122910,-0.9,0.0,0.2,68.0,3.9,1023.7,0.4,428.0,-1.4,0.012,1.2,0.005,0.038,107.0,59.0
0.4009723756906077,2017122911,1.9,0.0,0.6,58.0,4.1,1024.0,1.0,463.0,-0.3,0.026,1.2,0.006,0.042,120.0,82.0
0.5091712707182321,2017122912,5.1,0.0,0.6,52.0,4.6,1023.6,1.0,476.0,2.2,0.037,1.3,0.007,0.047,134.0,81.0
0.5433812154696133,2017122913,7.5,0.0,0.8,47.0,4.9,1022.3,1.0,550.0,6.0,0.022,1.2,0.014,0.047,115.0,54.0
0.5417900552486188,2017122914,9.9,0.0,1.5,40.0,4.9,1020.8,1.0,1092.0,9.0,0.005,0.7,0.046,0.018,88.0,37.0
0.4638232044198895,2017122915,11.0,0.0,2.1,35.0,4.6,1020.3,1.0,1077.0,10.0,0.004,0.7,0.047,0.015,75.0,33.0
0.2927734806629834,2017122916,10.8,0.0,3.4,35.0,4.5,1020.3,1.0,1014.0,9.6,0.004,0.7,0.044,0.019,72.0,28.0
0.0986519337016574,2017122917,10.2,0.0,3.8,39.0,4.9,1020.7,1.0,1416.0,7.4,0.004,0.7,0.041,0.021,66.0,27.0
0.0031823204419889,2017122918,8.8,0.0,2.9,45.0,5.1,1020.8,0.7,1352.0,3.9,0.005,0.7,0.034,0.027,59.0,26.0
0.0,2017122919,7.8,0.0,1.9,49.0,5.2,1021.5,0.0,1258.0,1.9,0.004,0.7,0.037,0.025,66.0,28.0
0.0,2017122920,4.8,0.0,0.5,59.0,5.1,1022.3,0.0,1095.0,0.0,0.004,0.7,0.039,0.022,68.0,30.0
0.0,2017122921,3.3,0.0,0.8,65.0,5.0,1022.2,0.0,1017.0,-1.2,0.004,0.7,0.035,0.026,69.0,32.0
0.0,2017122922,0.9,0.0,0.3,81.0,5.3,1022.6,0.0,613.0,-0.6,0.003,0.7,0.039,0.021,67.0,29.0
0.0,2017122923,0.6,0.0,0.7,81.0,5.2,1022.6,0.0,631.0,-0.7,0.004,0.8,0.021,0.038,70.0,30.0
0.0,2017122924,0.5,0.0,0.9,84.0,5.4,1023.8,0.0,546.0,-1.0,0.004,0.9,0.012,0.048,79.0,35.0
0.0,2017123001,-0.2,0.0,0.9,89.0,5.4,1023.1,0.0,462.0,-1.5,0.003,0.8,0.014,0.034,77.0,35.0
0.0,2017123002,-2.3,0.0,0.1,90.0,4.6,1023.0,0.0,281.0,-2.0,0.003,0.8,0.01,0.034,69.0,38.0
0.0,2017123003,-2.6,0.0,0.2,91.0,4.6,1023.4,0.0,317.0,-2.4,0.003,0.8,0.007,0.035,75.0,33.0
0.0,2017123004,-3.2,0.0,0.0,91.0,4.4,1023.4,0.0,302.0,-2.7,0.003,0.8,0.009,0.032,67.0,30.0
0.0,2017123005,-3.2,0.0,0.1,92.0,4.4,1023.8,0.0,311.0,-3.1,0.003,0.7,0.007,0.029,67.0,36.0
0.0,2017123006,-3.4,0.0,0.2,91.0,4.3,1023.8,0.0,325.0,-3.1,0.003,0.8,0.005,0.029,77.0,37.0
0.0,2017123007,-3.4,0.0,0.7,91.0,4.3,1023.0,0.0,309.0,-2.4,0.004,0.8,0.003,0.033,80.0,44.0
0.0,2017123008,-2.3,0.0,1.0,91.0,4.7,1023.9,0.0,286.0,-2.4,0.006,0.9,0.003,0.037,96.0,48.0
0.013524861878453,2017123009,-1.5,0.0,1.1,90.0,4.9,1024.4,0.0,269.0,-1.2,0.006,0.9,0.003,0.038,107.0,50.0
0.0389834254143646,2017123010,-0.2,0.0,0.1,88.0,5.3,1024.2,0.0,296.0,-0.6,0.006,1.0,0.004,0.038,114.0,57.0
0.0835359116022099,2017123011,1.3,0.0,0.2,82.0,5.5,1024.8,0.0,316.0,-0.4,0.004,0.9,0.01,0.031,106.0,58.0
0.1917348066298342,2017123012,2.6,0.0,0.6,77.0,5.7,1024.1,0.0,342.0,0.4,0.01,0.9,0.01,0.034,120.0,77.0
0.1965082872928177,2017123013,4.7,0.0,0.7,63.0,5.4,1022.2,0.1,370.0,3.4,0.008,0.9,0.013,0.039,124.0,71.0
0.1169502762430939,2017123014,5.3,0.0,0.4,62.0,5.5,1021.2,0.0,402.0,4.6,0.006,0.9,0.023,0.031,120.0,63.0
0.0843314917127071,2017123015,5.7,0.0,0.5,58.0,5.3,1020.2,0.0,467.0,5.5,0.005,0.8,0.03,0.026,117.0,59.0
0.0294364640883977,2017123016,5.9,0.0,0.2,58.0,5.4,1020.2,0.0,460.0,5.0,0.005,0.9,0.02,0.036,121.0,58.0
0.0079558011049723,2017123017,6.0,0.0,0.6,57.0,5.4,1019.3,0.0,472.0,4.5,0.007,0.9,0.008,0.053,121.0,57.0
0.0,2017123018,5.5,0.0,0.8,62.0,5.6,1019.3,0.0,447.0,3.6,0.007,1.0,0.003,0.059,122.0,63.0
0.0,2017123019,4.8,0.0,0.2,65.0,5.6,1019.2,0.0,436.0,2.8,0.005,1.0,0.005,0.053,125.0,63.0
0.0,2017123020,4.0,0.0,0.6,68.0,5.6,1019.1,0.0,392.0,2.0,0.006,1.1,0.003,0.059,145.0,70.0
0.0,2017123021,3.8,0.0,0.8,71.0,5.7,1018.6,0.0,371.0,1.3,0.006,1.2,0.003,0.061,131.0,65.0
0.0,2017123022,3.1,0.0,0.4,71.0,5.4,1018.4,0.0,363.0,1.4,0.006,1.2,0.003,0.06,133.0,66.0
0.0,2017123023,2.6,0.0,1.1,77.0,5.7,1018.2,0.0,339.0,0.6,0.005,1.2,0.003,0.057,123.0,63.0
0.0,2017123024,1.5,0.0,0.2,81.0,5.5,1017.8,0.0,295.0,0.6,0.004,1.1,0.003,0.05,121.0,64.0
0.0,2017123101,1.8,0.0,0.2,80.0,5.6,1017.3,0.0,293.0,1.1,0.004,1.1,0.003,0.047,119.0,64.0
0.0,2017123102,1.9,0.0,0.1,81.0,5.7,1016.6,0.0,313.0,1.1,0.004,1.1,0.002,0.042,116.0,59.0
0.0,2017123103,2.2,0.0,0.8,81.0,5.8,1016.2,0.0,266.0,1.4,0.004,1.1,0.003,0.042,112.0,63.0
0.0,2017123104,0.9,0.0,0.0,86.0,5.6,1016.5,0.0,240.0,-0.4,0.004,1.2,0.002,0.042,110.0,60.0
0.0,2017123105,0.8,0.0,0.4,87.0,5.6,1016.3,0.0,247.0,-0.2,0.004,1.2,0.002,0.04,96.0,54.0
0.0,2017123106,0.9,0.0,0.5,85.0,5.6,1016.1,0.0,254.0,-0.4,0.004,1.0,0.018,0.027,65.0,39.0
0.0,2017123107,3.7,0.0,1.8,64.0,5.1,1016.2,0.0,1443.0,-0.6,0.003,0.8,0.034,0.013,24.0,13.0
0.0,2017123108,1.4,0.0,1.0,65.0,4.4,1017.3,0.0,1465.0,-0.8,0.003,0.7,0.027,0.018,17.0,11.0
0.0883093922651933,2017123109,3.0,0.0,2.3,54.0,4.1,1018.1,0.0,2000.0,-1.0,0.003,0.7,0.029,0.017,40.0,12.0
0.2983425414364641,2017123110,4.0,0.0,2.8,48.0,3.9,1018.8,0.7,1979.0,-0.5,0.003,0.6,0.032,0.013,40.0,14.0
0.4765524861878453,2017123111,5.2,0.0,2.6,37.0,3.3,1019.5,1.0,1876.0,0.9,0.003,0.6,0.034,0.012,54.0,17.0
0.592707182320442,2017123112,5.8,0.0,2.1,31.0,2.9,1019.2,1.0,1900.0,6.9,0.002,0.6,0.035,0.011,75.0,23.0
0.6404419889502763,2017123113,6.6,0.0,2.5,28.0,2.7,1018.6,1.0,1905.0,10.1,0.002,0.5,0.035,0.011,86.0,14.0
0.619756906077348,2017123114,7.0,0.0,3.5,23.0,2.3,1017.8,1.0,1794.0,11.0,0.002,0.5,0.036,0.01,104.0,13.0
0.5226961325966851,2017123115,7.6,0.0,2.8,22.0,2.3,1017.5,1.0,1873.0,11.4,0.002,0.5,0.037,0.01,104.0,13.0
0.3492596685082872,2017123116,7.2,0.0,3.2,21.0,2.1,1017.4,1.0,1903.0,9.3,0.003,0.6,0.036,0.012,88.0,12.0
0.1209281767955801,2017123117,6.7,0.0,3.3,25.0,2.5,1018.0,1.0,1991.0,6.4,0.003,0.6,0.035,0.013,82.0,11.0
0.0039779005524861,2017123118,5.5,0.0,3.9,28.0,2.5,1018.5,0.7,1940.0,2.6,0.003,0.7,0.033,0.015,92.0,12.0
0.0,2017123119,4.7,0.0,2.3,30.0,2.6,1018.9,0.0,1749.0,0.3,0.003,0.7,0.032,0.017,85.0,17.0
0.0,2017123120,1.6,0.0,1.1,48.0,3.3,1019.4,0.0,1804.0,-0.6,0.003,0.7,0.032,0.017,85.0,13.0
0.0,2017123121,1.2,0.0,1.5,48.0,3.2,1020.1,0.0,1787.0,-1.1,0.003,0.6,0.034,0.013,82.0,12.0
0.0,2017123122,2.5,0.0,2.0,28.0,2.0,1020.6,0.0,2000.0,-1.5,0.003,0.6,0.033,0.012,68.0,12.0
0.0,2017123123,2.2,0.0,2.4,27.0,1.9,1021.1,0.0,2000.0,-1.8,0.004,0.6,0.025,0.021,71.0,12.0
0.0,2017123124,1.7,0.0,1.9,31.0,2.1,1021.4,0.0,2000.0,-2.1,0.004,0.6,0.024,0.02,64.0,12.0
0.0,2018010101,-0.2,0.0,0.7,39.0,2.3,1021.5,0.0,2000.0,-2.8,0.004,0.6,0.029,0.013,52.0,13.0
0.0,2018010102,-2.1,0.0,0.5,51.0,2.7,1021.3,0.0,1991.0,-3.3,0.005,0.7,0.013,0.03,56.0,13.0
0.0,2018010103,-3.6,0.0,0.1,62.0,2.9,1021.5,0.0,1699.0,-3.7,0.006,0.7,0.019,0.023,54.0,16.0
0.0,2018010104,-3.9,0.0,0.4,65.0,3.0,1022.1,0.0,1706.0,-4.2,0.004,0.6,0.03,0.012,55.0,10.0
0.0,2018010105,-4.9,0.0,0.2,71.0,3.0,1022.2,0.0,1690.0,-4.6,0.004,0.6,0.028,0.012,46.0,12.0
0.0,2018010106,-5.0,0.0,0.5,75.0,3.2,1022.3,0.0,1694.0,-5.0,0.004,0.6,0.028,0.012,39.0,13.0
0.0,2018010107,-4.1,0.0,0.7,77.0,3.5,1022.2,0.0,1666.0,-5.2,0.004,0.6,0.021,0.019,39.0,11.0
0.0011049723756906,2018010108,-3.9,0.0,0.9,75.0,3.5,1022.2,0.0,1858.0,-5.4,0.005,0.6,0.012,0.03,42.0,10.0
0.098342541436464,2018010109,-4.1,0.0,0.5,73.0,3.3,1023.1,0.0,1916.0,-5.4,0.005,0.6,0.016,0.028,40.0,13.0
0.318232044198895,2018010110,-1.4,0.0,0.6,66.0,3.6,1023.9,0.7,1708.0,-2.8,0.005,0.6,0.026,0.018,37.0,21.0
0.4895027624309392,2018010111,1.4,0.0,0.9,51.0,3.5,1024.5,1.0,1855.0,-0.2,0.005,0.6,0.029,0.012,37.0,26.0
0.6099447513812155,2018010112,3.7,0.0,1.5,33.0,2.6,1024.5,1.0,1957.0,3.4,0.003,0.6,0.034,0.01,33.0,21.0
0.6662983425414365,2018010113,5.6,0.0,2.3,24.0,2.2,1023.6,1.0,1982.0,6.8,0.003,0.6,0.035,0.009,36.0,10.0
