,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
16,5.7,0.0,5.8,56.0,5.1,1001.2,1.0,3.2,0.004,0.4,0.048,0.0049,75.0,0.0
17,5.1,0.0,4.8,58.0,5.1,1001.0,0.3,1.0,0.0031,0.4,0.023,0.0168,70.0,0.0
18,4.3,0.0,3.1,61.0,5.1,1000.8,0.0,-0.6,0.0025,0.5,0.015,0.0154,80.0,0.0
19,4.3,0.0,4.4,61.0,5.1,1000.6,0.0,-0.1,0.0023,0.5,0.02,0.0092,80.0,0.0
20,4.4,0.0,4.6,61.0,5.1,999.8,0.0,-0.1,0.0025,0.5,0.018,0.0096,75.0,0.0
21,1.5,0.0,2.2,71.0,4.9,999.6,0.0,-0.9,0.002,0.4,0.018,0.0069,78.0,0.0
22,-0.3,0.0,0.9,78.0,4.7,999.1,0.0,-1.7,0.0022,0.5,0.016,0.0052,69.0,0.0
23,-1.4,0.0,1.6,83.0,4.6,998.6,0.0,-2.2,0.0023,0.5,0.01,0.0107,68.0,0.0
24,-1.6,0.0,1.6,84.0,4.6,998.5,0.0,-2.4,0.002,0.5,0.013,0.0051,76.0,0.0
25,-2.1,0.0,0.8,83.0,4.3,998.1,0.0,-2.9,0.0021,0.5,0.008,0.0074,68.0,0.0
26,-2.0,0.0,1.9,86.0,4.5,998.1,0.0,-3.1,0.0022,0.5,0.006,0.009,72.0,0.0
27,-2.2,0.0,1.9,86.0,4.5,997.4,0.0,-2.5,0.002,0.5,0.009,0.006,72.0,0.0
28,-1.8,0.0,1.1,85.0,4.6,997.5,0.0,-2.7,0.0024,0.5,0.006,0.0089,72.0,0.0
29,-2.7,0.0,1.3,88.0,4.4,997.0,0.0,-3.3,0.0025,0.5,0.008,0.0059,74.0,0.0
30,-3.4,0.0,1.3,90.0,4.3,996.4,0.0,-3.7,0.0019,0.5,0.006,0.0072,70.0,0.0
31,-3.0,0.0,1.8,90.0,4.4,996.4,0.0,-3.7,0.0019,0.5,0.003,0.0078,72.0,0.0
32,-2.7,0.0,2.2,89.0,4.4,996.2,0.0,-3.4,0.0021,0.5,0.004,0.0091,78.0,0.0
33,-2.0,0.0,1.3,88.0,4.6,996.6,0.2,-0.6,0.0026,0.5,0.004,0.0095,92.0,0.0
34,-0.3,0.0,1.7,86.0,5.1,997.0,0.1,0.8,0.0023,0.5,0.008,0.0086,86.0,0.0
35,0.6,0.0,1.9,86.0,5.5,997.0,0.0,0.8,0.0032,0.5,0.015,0.0081,78.0,0.0
36,2.0,0.0,2.8,81.0,5.7,996.1,0.0,2.0,0.003,0.4,0.018,0.0081,82.0,0.0
37,4.0,0.0,2.2,77.0,6.2,995.2,0.0,3.5,0.0028,0.4,0.026,0.007,73.0,0.0
38,7.1,0.0,4.6,67.0,6.7,994.6,0.0,4.3,0.0028,0.3,0.034,0.0055,74.0,0.0
39,8.6,0.0,3.7,58.0,6.4,994.3,0.4,7.7,0.0028,0.3,0.043,0.0048,61.0,0.0
40,7.6,0.0,6.0,62.0,6.4,994.2,0.9,5.2,0.0028,0.3,0.041,0.0063,52.0,0.0
41,7.1,0.0,4.1,64.0,6.4,994.7,0.0,2.7,0.003,0.3,0.039,0.007,54.0,0.0
42,7.3,0.0,4.8,59.0,6.1,994.7,0.0,1.7,0.0025,0.3,0.021,0.0142,52.0,0.0
43,7.0,0.0,6.3,60.0,6.0,994.7,0.0,1.8,0.0023,0.4,0.014,0.0122,56.0,0.0
44,6.4,0.0,5.7,60.0,5.8,995.0,0.0,1.2,0.0024,0.4,0.017,0.0103,58.0,0.0
45,5.7,0.0,5.7,64.0,5.9,995.1,0.0,1.1,0.0022,0.4,0.022,0.0075,53.0,0.0
46,5.2,0.0,5.5,63.0,5.6,995.2,0.0,0.9,0.0023,0.4,0.024,0.0087,58.0,0.0
47,4.8,0.0,4.0,63.0,5.4,995.3,0.0,0.1,0.0025,0.4,0.028,0.0077,70.0,0.0
48,4.1,0.0,3.1,63.0,5.2,995.5,0.0,-0.5,0.0026,0.6,0.022,0.0066,84.0,0.0
49,4.0,0.0,3.9,63.0,5.1,995.3,0.0,-0.5,0.0023,0.6,0.033,0.0065,88.0,0.0
50,3.6,0.0,4.2,64.0,5.1,995.6,0.0,-0.2,0.003,0.7,0.035,0.0063,136.0,0.0
51,3.4,0.0,4.7,62.0,4.8,996.3,0.0,-0.3,0.0025,0.7,0.028,0.0056,136.0,0.0
52,3.0,0.0,5.6,65.0,4.9,996.2,0.0,-0.5,0.0021,0.7,0.02,0.0051,134.0,0.0
53,2.3,0.0,5.4,66.0,4.8,996.6,0.0,-0.8,0.0019,0.7,0.019,0.0051,124.0,0.0
54,1.9,0.0,5.3,65.0,4.6,996.7,0.0,-1.0,0.0023,0.6,0.016,0.0071,128.0,0.0
55,1.6,0.0,4.5,59.0,4.1,997.3,0.0,-1.5,0.0022,0.6,0.014,0.0105,120.0,0.0
56,1.2,0.0,5.2,65.0,4.3,997.7,0.0,-1.4,0.0027,0.7,0.011,0.0116,124.0,0.0
57,1.6,0.0,6.2,65.0,4.5,998.2,0.8,-0.2,0.0023,0.7,0.012,0.0135,132.0,0.0
58,3.3,0.0,4.7,54.0,4.2,998.6,1.0,2.0,0.004,0.7,0.034,0.0103,126.0,0.0
59,4.2,0.0,3.1,47.0,3.9,998.0,1.0,4.6,0.0043,0.5,0.045,0.0054,137.0,0.0
60,6.4,0.0,2.5,37.0,3.6,997.2,1.0,9.8,0.0036,0.4,0.049,0.004,105.0,0.0
61,7.4,0.0,5.2,24.0,2.5,996.3,1.0,11.4,0.0035,0.4,0.05,0.0041,72.0,0.0
62,7.7,0.0,5.5,24.0,2.5,996.2,1.0,11.6,0.0032,0.3,0.05,0.0041,66.0,0.0
63,7.8,0.0,5.0,23.0,2.4,995.9,1.0,10.3,0.0035,0.4,0.05,0.0044,55.0,0.0
64,6.7,0.0,5.8,25.0,2.5,995.9,1.0,6.6,0.0042,0.4,0.043,0.0065,56.0,0.0
65,5.4,0.0,6.2,32.0,2.9,996.1,0.4,3.2,0.0039,0.5,0.035,0.0117,56.0,0.0
66,4.5,0.0,4.3,42.0,3.5,996.2,0.0,1.3,0.0033,0.5,0.018,0.02,69.0,0.0
67,4.5,0.0,4.7,46.0,3.9,996.2,0.0,0.4,0.0029,0.5,0.015,0.0169,80.0,0.0
68,4.0,0.0,4.2,52.0,4.2,996.3,0.0,0.1,0.0026,0.5,0.014,0.0149,76.0,0.0
69,4.1,0.0,4.8,51.0,4.2,996.3,0.0,0.0,0.0025,0.5,0.013,0.0125,63.0,0.0
70,4.2,0.0,7.3,61.0,5.0,996.3,0.0,0.5,0.0025,0.5,0.015,0.0094,71.0,0.0
71,3.9,0.0,7.5,62.0,5.0,996.2,0.0,0.5,0.0024,0.5,0.013,0.0099,62.0,0.0
72,3.4,0.0,7.3,65.0,5.1,996.3,0.0,0.2,0.0026,0.5,0.009,0.0115,56.0,0.0
73,3.1,0.0,5.9,61.0,4.6,995.9,0.0,-0.5,0.0019,0.5,0.008,0.0112,58.0,0.0
74,3.0,0.0,5.4,59.0,4.5,995.8,0.0,-0.8,0.002,0.5,0.007,0.0129,70.0,0.0
75,3.2,0.0,4.6,64.0,4.9,996.5,0.0,0.6,0.0021,0.5,0.007,0.0116,60.0,0.0
76,4.1,0.0,3.3,64.0,5.2,995.9,0.0,1.2,0.002,0.5,0.006,0.0119,66.0,0.0
77,4.5,0.0,3.3,64.0,5.4,996.0,0.0,1.7,0.0022,0.5,0.006,0.0113,60.0,0.0
78,4.4,0.0,4.7,66.0,5.5,996.1,0.0,1.9,0.0022,0.5,0.008,0.0106,58.0,0.0
79,4.7,0.0,4.6,65.0,5.6,996.3,0.0,1.2,0.0022,0.5,0.006,0.0116,68.0,0.0
80,4.1,0.0,4.3,68.0,5.6,996.9,0.0,0.5,0.0025,0.5,0.004,0.0142,64.0,0.0
81,5.0,0.0,3.7,64.0,5.6,997.5,0.6,2.5,0.0025,0.5,0.008,0.012,60.0,0.0
82,5.9,0.0,4.1,60.0,5.6,998.2,1.0,5.9,0.0023,0.4,0.014,0.0125,66.0,0.0
83,6.5,0.0,4.7,53.0,5.1,0.0,1.0,8.2,0.0032,0.5,0.031,0.0099,66.0,0.0
84,8.8,0.0,1.5,41.0,4.6,0.0,1.0,12.3,0.0047,0.5,0.052,0.005,72.0,0.0
85,8.9,0.0,1.0,39.0,4.4,0.0,1.0,14.2,0.005,0.5,0.058,0.0049,78.0,0.0
86,9.8,0.0,1.5,40.0,4.9,0.0,1.0,14.4,0.0046,0.5,0.061,0.0047,90.0,0.0
87,9.5,0.0,1.9,37.0,4.4,0.0,1.0,13.0,0.0048,0.5,0.061,0.0048,83.0,0.0
88,8.9,0.0,3.1,34.0,3.9,0.0,1.0,9.2,0.0046,0.5,0.055,0.0058,82.0,0.0
89,6.5,0.0,2.3,43.0,4.2,0.0,0.4,4.9,0.0035,0.6,0.032,0.0145,86.0,0.0
90,5.0,0.0,2.4,46.0,4.0,0.0,0.0,2.3,0.0027,0.6,0.014,0.0226,103.0,0.0
91,3.4,0.0,2.0,54.0,4.2,0.0,0.0,0.8,0.0022,0.6,0.026,0.0116,99.0,0.0
92,2.2,0.0,1.5,61.0,4.4,0.0,0.0,-0.7,0.0025,0.6,0.021,0.0121,86.0,0.0
93,0.1,0.0,0.7,70.0,4.3,0.0,0.0,-1.0,0.0023,0.6,0.021,0.008,86.0,0.0
94,-0.8,0.0,3.2,74.0,4.3,0.0,0.0,-1.4,0.0023,0.6,0.021,0.0085,84.0,0.0
95,-1.3,0.0,3.3,76.0,4.2,0.0,0.0,-1.7,0.0021,0.6,0.017,0.0078,84.0,0.0
96,-1.9,0.0,1.6,80.0,4.3,0.0,0.0,-2.2,0.0021,0.6,0.016,0.0071,84.0,0.0
97,-1.5,0.0,1.8,77.0,4.2,0.0,0.0,-2.4,0.002,0.5,0.016,0.0051,78.0,0.0
98,-2.0,0.0,1.6,80.0,4.2,0.0,0.0,-2.5,0.0024,0.6,0.013,0.006,76.0,0.0
99,-2.6,0.0,0.9,83.0,4.2,0.0,0.0,-2.5,0.0021,0.6,0.008,0.0094,76.0,0.0
100,-2.2,0.0,2.5,85.0,4.4,999.9,0.0,-2.5,0.0021,0.6,0.01,0.0058,74.0,0.0
101,-2.5,0.0,0.2,85.0,4.3,1000.0,0.0,-2.6,0.0023,0.6,0.007,0.0071,76.0,0.0
102,-2.0,0.0,2.3,83.0,4.4,1000.0,0.0,-2.5,0.0021,0.6,0.006,0.0074,74.0,0.0
103,-2.4,0.0,0.3,84.0,4.3,1000.7,0.0,-2.5,0.0021,0.6,0.003,0.0096,78.0,0.0
104,-1.2,0.0,2.2,81.0,4.5,1001.3,0.0,-2.0,0.0025,0.6,0.004,0.0116,82.0,0.0
105,0.8,0.0,0.8,77.0,5.0,1001.8,0.0,-0.2,0.0026,0.6,0.011,0.0104,86.0,0.0
106,3.0,0.0,0.8,71.0,5.4,1002.3,0.0,2.0,0.0023,0.6,0.016,0.0082,100.0,0.0
107,5.7,0.0,2.3,56.0,5.1,1002.4,0.5,6.0,0.003,0.6,0.025,0.0064,92.0,0.0
108,7.1,0.0,0.9,54.0,5.5,1002.1,0.1,7.4,0.0026,0.5,0.025,0.0067,88.0,0.0
109,7.6,0.0,1.7,55.0,5.8,1001.6,0.0,8.9,0.0027,0.6,0.022,0.009,80.0,0.0
110,7.8,0.0,4.0,53.0,5.6,1001.3,0.0,8.9,0.0029,0.4,0.031,0.0067,88.0,0.0
111,7.7,0.0,3.5,51.0,5.4,1001.3,0.0,8.7,0.0026,0.2,0.039,0.0028,30.0,0.0
112,7.0,0.0,3.2,54.0,5.4,1002.2,0.0,6.9,0.0022,0.2,0.038,0.0038,12.0,0.0
113,6.2,0.0,3.0,57.0,5.4,1002.4,0.0,5.2,0.0027,0.2,0.036,0.0042,12.0,0.0
114,5.6,0.0,2.3,60.0,5.5,1003.0,0.0,4.2,0.0022,0.2,0.038,0.0031,14.0,0.0
115,5.0,0.0,2.1,64.0,5.6,1003.6,0.0,3.7,0.0026,0.2,0.039,0.0025,12.0,0.0
116,3.9,0.0,1.8,66.0,5.4,1003.8,0.0,2.3,0.0022,0.2,0.039,0.0023,16.0,0.0
117,2.1,0.0,0.4,73.0,5.2,1004.0,0.0,1.4,0.0025,0.2,0.039,0.0022,16.0,0.0
118,0.8,0.0,1.3,78.0,5.0,1004.0,0.0,-0.4,0.0023,0.2,0.039,0.0021,14.0,0.0
119,0.6,0.0,2.0,77.0,4.9,1004.2,0.0,-0.4,0.0023,0.2,0.038,0.0019,10.0,0.0
120,0.0,0.0,2.7,81.0,5.0,1004.0,0.0,-1.0,0.0023,0.2,0.032,0.0022,10.0,0.0
121,-0.3,0.0,2.2,82.0,4.9,1003.5,0.0,-0.8,0.0026,0.4,0.026,0.0037,10.0,0.0
122,0.2,0.0,2.4,81.0,5.0,1003.6,0.0,-0.6,0.0021,0.3,0.021,0.003,40.0,0.0
123,0.1,0.0,2.3,82.0,5.0,1003.7,0.0,-0.4,0.0025,0.3,0.019,0.0029,14.0,0.0
124,-0.2,0.0,2.4,84.0,5.1,1003.4,0.0,-0.6,0.0023,0.3,0.019,0.0035,16.0,0.0
125,-0.5,0.0,1.9,85.0,5.0,1003.2,0.0,-1.0,0.0024,0.3,0.018,0.0034,14.0,0.0
126,-1.5,0.0,0.8,86.0,4.7,1003.2,0.0,-1.7,0.0026,0.3,0.012,0.0061,14.0,0.0
127,-1.8,0.0,1.1,89.0,4.8,1003.6,0.0,-1.3,0.0025,0.4,0.007,0.0127,22.0,0.0
128,-0.5,0.0,0.3,85.0,5.0,1003.4,0.0,-0.5,0.0024,0.4,0.004,0.0162,28.0,0.0
129,0.3,0.0,0.4,84.0,5.3,1003.8,0.0,0.2,0.003,0.4,0.012,0.014,34.0,0.0
130,1.3,0.0,0.7,79.0,5.3,1004.2,0.0,1.7,0.0024,0.3,0.025,0.0052,36.0,0.0
131,2.7,0.0,1.3,74.0,5.5,1003.8,0.0,4.2,0.0023,0.2,0.034,0.0033,24.0,0.0
132,4.1,0.0,1.0,66.0,5.4,1002.6,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0
133,5.4,0.0,0.5,57.0,5.1,1001.7,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0
134,5.9,0.0,2.1,55.0,5.1,1000.6,0.3,10.9,0.0028,0.2,0.041,0.0025,16.0,0.0
135,6.5,0.0,2.3,56.0,5.4,1000.0,1.0,11.6,0.0024,0.2,0.042,0.0026,18.0,0.0
136,6.2,0.0,1.9,55.0,5.2,999.9,0.8,7.1,0.0024,0.2,0.042,0.0028,14.0,0.0
137,4.3,0.0,0.4,63.0,5.2,999.8,0.0,3.2,0.0027,0.2,0.025,0.0106,24.0,0.0
138,1.4,0.0,1.8,74.0,5.0,1000.2,0.0,0.2,0.0028,0.3,0.013,0.016,50.0,0.0
139,-0.3,0.0,1.5,81.0,4.9,1000.7,0.0,-0.8,0.0024,0.3,0.017,0.0096,38.0,0.0
140,-0.5,0.0,1.9,82.0,4.8,1000.7,0.0,-1.1,0.0024,0.3,0.013,0.01,29.0,0.0
141,-1.6,0.0,1.6,84.0,4.6,1000.6,0.0,-1.7,0.002,0.3,0.01,0.0101,32.0,0.0
142,-2.1,0.0,1.7,84.0,4.4,1000.4,0.0,-2.0,0.0026,0.3,0.012,0.007,34.0,0.0
143,-2.2,0.0,1.8,87.0,4.5,1000.3,0.0,-2.5,0.0024,0.3,0.012,0.0058,28.0,0.0
144,-2.5,0.0,1.4,87.0,4.4,999.5,0.0,-2.9,0.0022,0.3,0.011,0.0044,22.0,0.0
145,-3.7,0.0,1.4,87.0,4.1,999.2,0.0,-3.4,0.002,0.3,0.01,0.0047,22.0,0.0
146,-4.2,0.0,0.7,89.0,4.0,998.9,0.0,-3.9,0.0023,0.3,0.008,0.0055,28.0,0.0
147,-4.3,0.0,0.1,89.0,4.0,998.9,0.0,-4.1,0.0019,0.3,0.007,0.0053,26.0,0.0
148,-4.6,0.0,1.2,89.0,3.9,998.4,0.0,-4.2,0.0021,0.3,0.005,0.0058,20.0,0.0
149,-4.9,0.0,1.0,88.0,3.8,998.0,0.0,-4.5,0.0022,0.3,0.003,0.0068,28.0,0.0
150,-4.3,0.0,1.5,88.0,3.9,998.5,0.0,-4.5,0.0023,0.3,0.003,0.0063,30.0,0.0
151,-5.1,0.0,1.2,88.0,3.7,998.8,0.0,-4.9,0.0024,0.3,0.002,0.008,30.0,0.0
152,-5.1,0.0,1.2,88.0,3.7,998.7,0.0,-4.9,0.0025,0.3,0.006,0.0079,28.0,0.0
153,-2.2,0.0,1.4,87.0,4.5,998.8,0.7,-1.8,0.0023,0.3,0.011,0.0062,34.0,0.0
154,-0.4,0.0,1.3,83.0,4.9,998.7,1.0,1.1,0.0025,0.3,0.012,0.0058,20.0,0.0
155,2.5,0.0,1.3,74.0,5.4,998.1,1.0,5.0,0.0021,0.3,0.012,0.0058,28.0,0.0
156,4.5,0.0,1.6,65.0,5.5,996.9,1.0,7.7,0.0022,0.4,0.013,0.007,38.0,0.0
157,6.0,0.0,1.7,61.0,5.7,995.5,1.0,9.8,0.0023,0.4,0.018,0.0062,62.0,0.0
158,7.4,0.0,1.5,54.0,5.6,994.5,1.0,11.6,0.0025,0.3,0.026,0.0072,46.0,0.0
159,7.6,0.0,1.1,55.0,5.8,994.1,0.8,9.5,0.0028,0.3,0.033,0.0051,44.0,0.0
160,7.1,0.0,1.8,54.0,5.5,994.2,0.1,7.4,0.0024,0.3,0.03,0.0052,42.0,0.0
161,5.9,0.0,1.2,58.0,5.4,994.1,0.2,3.7,0.0025,0.3,0.018,0.0102,46.0,0.0
162,2.1,0.0,2.2,74.0,5.3,994.2,0.0,1.0,0.0024,0.4,0.007,0.0166,58.0,0.0
163,1.5,0.0,2.7,77.0,5.2,994.4,0.0,0.3,0.0024,0.4,0.008,0.012,64.0,0.0
164,0.5,0.0,1.3,79.0,5.0,994.4,0.0,-0.3,0.0024,0.4,0.009,0.0087,58.0,0.0
165,1.1,0.0,2.8,80.0,5.3,994.8,0.0,0.1,0.0022,0.4,0.008,0.0097,49.0,0.0
166,2.1,0.0,2.2,78.0,5.6,994.6,0.0,0.7,0.0021,0.4,0.007,0.0083,44.0,0.0
167,2.3,0.0,1.7,78.0,5.6,994.6,0.0,1.3,0.0023,0.4,0.007,0.0071,51.0,0.0
168,3.2,0.0,2.6,76.0,5.8,994.4,0.0,1.8,0.0024,0.4,0.005,0.0073,42.0,0.0
169,3.0,0.0,1.4,78.0,5.9,993.7,0.0,1.6,0.0022,0.4,0.006,0.0061,54.0,0.0
170,3.4,0.0,2.1,77.0,6.0,993.1,0.0,1.8,0.0027,0.4,0.006,0.0066,48.0,0.0
171,3.4,0.0,0.4,77.0,6.0,993.0,0.0,1.7,0.0023,0.4,0.006,0.0058,52.0,0.0
172,2.2,0.0,0.2,82.0,5.9,991.9,0.0,1.4,0.0021,0.4,0.005,0.0054,44.0,0.0
173,1.9,0.0,1.0,82.0,5.8,991.2,0.0,1.3,0.0023,0.4,0.006,0.0049,52.0,0.0
174,2.3,0.0,2.4,79.0,5.7,990.7,0.0,1.0,0.0027,0.4,0.005,0.0051,44.0,0.0
175,2.5,0.0,0.6,78.0,5.7,990.9,0.0,1.0,0.0025,0.5,0.003,0.0068,50.0,0.0
176,3.7,0.0,2.5,75.0,6.0,990.7,0.0,1.7,0.0025,0.5,0.004,0.0055,52.0,0.0
177,4.4,0.0,1.9,73.0,6.1,990.6,0.0,2.7,0.0027,0.6,0.008,0.0099,48.0,0.0
178,6.4,0.0,0.6,66.0,6.3,990.7,0.1,7.3,0.0028,0.6,0.012,0.009,65.0,0.0
179,9.0,0.0,0.5,53.0,6.1,989.8,0.0,9.4,0.0033,0.5,0.021,0.0061,62.0,0.0
180,9.9,0.0,1.5,51.0,6.2,988.8,0.5,13.0,0.0038,0.2,0.037,0.0034,54.0,0.0
181,10.9,0.0,1.9,49.0,6.3,987.4,0.9,16.6,0.0028,0.2,0.042,0.0027,28.0,0.0
182,11.3,0.0,2.8,48.0,6.4,986.5,1.0,18.4,0.0034,0.2,0.045,0.0026,35.0,0.0
183,11.1,0.0,3.0,49.0,6.4,986.2,1.0,16.9,0.0029,0.2,0.045,0.0027,18.0,0.0
184,10.8,0.0,0.5,49.0,6.3,986.0,0.2,13.2,0.0028,0.2,0.043,0.003,24.0,0.0
185,9.8,0.0,1.6,54.0,6.5,985.8,0.0,9.7,0.003,0.2,0.032,0.0073,20.0,0.0
186,8.5,0.0,0.9,59.0,6.5,985.8,0.0,8.0,0.0031,0.2,0.016,0.0123,31.0,0.0
187,7.9,0.0,0.9,62.0,6.6,985.7,0.0,7.1,0.0031,0.3,0.017,0.0089,38.0,0.0
188,6.5,0.0,1.4,69.0,6.7,985.7,0.0,6.0,0.0026,0.3,0.015,0.0088,29.0,0.0
189,6.2,0.0,0.5,71.0,6.7,985.7,0.0,5.5,0.0025,0.3,0.017,0.0061,32.0,0.0
190,8.1,0.0,1.5,56.0,6.1,985.4,0.0,5.4,0.0028,0.3,0.014,0.0068,25.0,0.0
191,8.0,0.0,4.5,56.0,6.0,985.6,0.0,5.7,0.0028,0.3,0.012,0.0064,32.0,0.0
192,7.6,0.0,4.5,58.0,6.1,985.4,0.0,5.3,0.0031,0.3,0.017,0.0098,28.0,0.0
193,6.8,0.0,4.8,59.0,5.8,984.9,0.0,4.2,0.0045,0.4,0.019,0.0131,54.0,0.0
194,6.0,0.0,6.7,64.0,6.0,985.3,0.0,4.2,0.0035,0.4,0.027,0.0069,64.0,0.0
195,4.9,0.0,6.6,67.0,5.8,986.3,0.0,3.7,0.003,0.4,0.032,0.0051,52.0,0.0
196,4.3,0.0,4.9,68.0,5.7,986.2,0.0,3.2,0.0028,0.4,0.034,0.0041,54.0,0.0
197,4.2,0.0,5.3,66.0,5.5,986.2,0.0,2.9,0.0032,0.4,0.033,0.0041,46.0,0.0
198,4.3,0.0,4.9,63.0,5.2,986.2,0.0,2.9,0.0032,0.4,0.037,0.004,44.0,0.0
199,3.9,0.0,5.4,67.0,5.4,986.6,0.0,2.8,0.0033,0.4,0.04,0.0043,52.0,0.0
200,3.6,0.0,6.6,69.0,5.5,987.1,0.0,2.7,0.0032,0.5,0.041,0.0047,51.0,0.0
201,3.6,0.0,7.0,66.0,5.2,987.7,0.0,2.4,0.0032,0.5,0.041,0.005,68.0,0.0
202,3.9,0.0,6.1,60.0,4.9,988.6,0.0,3.2,0.0035,0.5,0.042,0.0055,68.0,0.0
203,4.2,0.0,6.2,56.0,4.6,989.2,0.0,6.1,0.0039,0.5,0.043,0.0056,74.0,0.0
204,4.9,0.0,6.3,52.0,4.5,989.0,0.4,9.4,0.0035,0.4,0.045,0.0056,70.0,0.0
205,5.7,0.0,6.7,46.0,4.2,988.4,0.9,12.7,0.0034,0.4,0.046,0.0058,52.0,0.0
206,6.2,0.0,5.8,42.0,4.0,988.4,1.0,12.5,0.0037,0.4,0.05,0.0051,50.0,0.0
207,6.0,0.0,5.0,40.0,3.7,988.5,0.9,10.1,0.0039,0.4,0.047,0.0056,54.0,0.0
208,5.3,0.0,5.5,44.0,3.9,989.3,0.9,7.6,0.0041,0.4,0.044,0.0061,50.0,0.0
209,4.1,0.0,5.7,47.0,3.8,989.9,0.5,4.0,0.0043,0.4,0.04,0.0074,50.0,0.0
210,3.2,0.0,4.7,51.0,3.9,990.5,0.0,1.6,0.0042,0.4,0.037,0.0091,40.0,0.0
211,2.6,0.0,5.7,53.0,3.9,991.3,0.0,0.6,0.004,0.4,0.036,0.009,52.0,0.0
212,1.9,0.0,5.8,56.0,3.9,991.7,0.0,-0.1,0.0031,0.3,0.032,0.007,47.0,0.0
213,1.2,0.0,5.7,59.0,3.9,992.0,0.0,-0.7,0.0038,0.3,0.032,0.0067,44.0,0.0
214,0.6,0.0,6.1,62.0,4.0,992.4,0.0,-1.2,0.0031,0.3,0.029,0.0061,42.0,0.0
215,0.2,0.0,6.3,63.0,3.9,992.3,0.0,-1.8,0.0032,0.4,0.027,0.0069,40.0,0.0
216,-0.3,0.0,6.6,60.0,3.6,992.2,0.0,-1.6,0.0023,0.4,0.021,0.0063,52.0,0.0
217,-0.6,0.0,6.9,59.0,3.5,992.6,0.0,-1.9,0.0024,0.4,0.019,0.0062,44.0,0.0
218,-0.8,0.0,8.3,57.0,3.3,992.8,0.0,-2.2,0.0031,0.4,0.027,0.0069,54.0,0.0
219,-1.2,0.0,8.1,56.0,3.1,993.4,0.0,-2.4,0.0039,0.4,0.03,0.0066,48.0,0.0
220,-1.7,0.0,7.7,52.0,2.8,993.3,0.0,-2.9,0.0039,0.3,0.029,0.0065,48.0,0.0
221,-2.4,0.0,6.2,54.0,2.8,993.6,0.0,-3.4,0.0032,0.3,0.026,0.0068,44.0,0.0
222,-2.9,0.0,7.4,55.0,2.7,993.8,0.0,-3.7,0.0039,0.3,0.027,0.006,42.0,0.0
223,-3.4,0.0,6.7,53.0,2.5,994.1,0.0,-4.2,0.003,0.3,0.024,0.0066,46.0,0.0
224,-3.9,0.0,5.7,56.0,2.6,994.8,0.0,-4.4,0.0029,0.3,0.028,0.0059,46.0,0.0
225,-3.2,0.0,5.6,50.0,2.4,995.2,0.9,-2.0,0.0029,0.2,0.036,0.0042,40.0,0.0
226,-1.9,0.0,6.2,41.0,2.2,996.0,1.0,0.5,0.003,0.2,0.039,0.0033,40.0,0.0
