,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
36,12.8,0.0,0.2,89.0,13.1,1016.8,0.0,13.2,0.001,0.3,0.026,0.014,35.0,20.0
37,13.8,0.0,0.8,84.0,13.2,1015.8,0.1,16.2,0.001,0.2,0.035,0.008,33.0,20.0
38,14.3,0.0,1.5,83.0,13.5,1015.3,0.2,17.5,0.001,0.2,0.04,0.007,21.0,12.0
39,14.2,0.0,1.4,83.0,13.4,1015.1,0.3,16.9,0.001,0.2,0.041,0.006,23.0,12.0
40,14.3,0.0,1.0,82.0,13.3,1015.4,0.0,15.8,0.001,0.2,0.038,0.009,23.0,14.0
41,14.0,0.0,1.5,83.0,13.2,1015.4,0.1,14.1,0.001,0.3,0.023,0.021,25.0,19.0
42,13.0,0.0,1.0,84.0,12.5,1015.8,0.0,11.8,0.001,0.4,0.007,0.034,31.0,22.0
43,12.5,0.0,0.6,86.0,12.4,1016.0,0.0,10.4,0.001,0.5,0.0,0.037,33.0,30.0
44,12.0,0.0,0.7,88.0,12.3,1016.2,0.0,9.6,0.001,0.5,0.0,0.033,29.0,21.0
45,11.0,0.0,1.8,90.0,11.8,1016.4,0.0,9.1,0.001,0.4,0.008,0.026,29.0,22.0
46,10.9,0.0,1.8,88.0,11.4,1016.4,0.0,8.6,0.001,0.3,0.015,0.02,25.0,20.0
47,10.8,0.0,1.2,88.0,11.3,1016.4,0.0,8.0,0.001,0.3,0.014,0.018,29.0,22.0
48,9.9,0.0,1.1,88.0,10.6,1016.3,0.0,7.5,0.001,0.2,0.014,0.014,27.0,21.0
49,9.3,0.0,1.2,88.0,10.3,1016.4,0.0,7.1,0.001,0.2,0.019,0.008,21.0,17.0
50,8.9,0.0,1.3,88.0,10.0,1016.7,0.0,6.7,0.001,0.2,0.021,0.007,27.0,21.0
51,8.6,0.0,1.5,88.0,9.8,1017.0,0.0,6.7,0.001,0.2,0.023,0.006,23.0,16.0
52,8.4,0.0,1.3,88.0,9.7,1017.1,0.0,6.3,0.001,0.2,0.021,0.007,21.0,0.0
53,8.4,0.0,1.5,89.0,9.7,1017.0,0.0,6.0,0.001,0.2,0.019,0.01,27.0,18.0
54,8.7,0.0,1.8,90.0,10.1,1016.9,0.0,6.0,0.001,0.2,0.013,0.02,25.0,21.0
55,8.9,0.0,1.9,88.0,10.0,1017.1,0.0,6.2,0.001,0.3,0.008,0.032,29.0,21.0
56,9.3,0.0,1.9,87.0,10.2,1017.4,0.0,6.2,0.0,0.4,0.012,0.033,39.0,29.0
57,11.3,0.0,1.6,82.0,10.9,1017.7,0.9,6.9,0.0,0.3,0.031,0.02,53.0,31.0
58,13.5,0.0,0.6,68.0,10.5,1018.2,1.0,8.6,0.002,0.3,0.044,0.009,57.0,25.0
59,14.2,0.0,0.8,60.0,9.7,1018.3,1.0,13.4,0.002,0.3,0.049,0.008,53.0,30.0
60,13.9,0.0,1.7,61.0,9.6,1017.8,1.0,16.3,0.0,0.0,0.0,0.0,63.0,39.0
61,14.6,0.0,2.0,58.0,9.6,1017.0,1.0,19.0,0.0,0.0,0.0,0.0,65.0,45.0
62,14.8,0.0,2.2,56.0,9.3,1016.4,1.0,19.8,0.002,0.3,0.053,0.006,55.0,37.0
63,14.8,0.0,2.5,59.0,9.9,1016.3,1.0,18.1,0.002,0.3,0.054,0.005,59.0,30.0
64,14.4,0.0,2.0,62.0,10.2,1016.3,1.0,14.9,0.002,0.3,0.053,0.006,59.0,35.0
65,13.7,0.0,1.6,64.0,10.0,1016.6,1.0,12.7,0.002,0.4,0.046,0.012,49.0,35.0
66,12.9,0.0,0.9,67.0,9.9,1016.8,0.2,10.6,0.002,0.6,0.016,0.042,53.0,33.0
67,11.5,0.0,1.1,71.0,9.6,1017.1,0.0,9.3,0.002,0.5,0.015,0.034,79.0,45.0
68,10.7,0.0,1.1,76.0,9.7,1017.1,0.0,8.6,0.001,0.5,0.018,0.028,65.0,43.0
69,10.5,0.0,1.1,76.0,9.6,1017.4,0.0,7.9,0.001,0.4,0.019,0.024,59.0,46.0
70,9.9,0.0,1.7,79.0,9.6,1017.2,0.0,7.5,0.001,0.4,0.024,0.018,49.0,34.0
71,9.4,0.0,1.6,78.0,9.2,1017.0,0.0,7.0,0.001,0.3,0.025,0.014,41.0,33.0
72,8.6,0.0,1.2,78.0,8.7,1017.0,0.0,6.5,0.001,0.3,0.025,0.011,37.0,32.0
73,7.8,0.0,1.7,77.0,8.1,1016.5,0.0,5.8,0.001,0.3,0.029,0.008,33.0,27.0
74,8.2,0.0,2.1,66.0,7.2,1016.4,0.0,5.4,0.001,0.2,0.032,0.007,37.0,20.0
75,8.2,0.0,2.2,61.0,6.6,1016.2,0.0,5.0,0.001,0.2,0.034,0.006,23.0,20.0
76,8.5,0.0,1.9,58.0,6.4,1016.2,0.0,4.8,0.001,0.2,0.029,0.008,17.0,15.0
77,7.4,0.0,1.9,56.0,5.8,1016.1,0.0,4.4,0.001,0.2,0.027,0.008,17.0,15.0
78,7.4,0.0,1.8,57.0,5.9,1016.2,0.0,4.1,0.001,0.3,0.016,0.021,15.0,0.0
79,7.1,0.0,1.8,65.0,6.5,1016.3,0.0,4.0,0.001,0.4,0.004,0.037,23.0,18.0
80,7.0,0.0,1.8,69.0,6.9,1017.0,0.0,4.1,0.002,0.5,0.005,0.041,35.0,23.0
81,10.2,0.0,1.5,65.0,8.1,1017.2,0.9,5.2,0.002,0.4,0.022,0.029,53.0,32.0
82,13.0,0.0,0.3,59.0,8.8,1017.5,0.8,7.8,0.002,0.2,0.043,0.01,43.0,27.0
83,14.7,0.0,1.0,48.0,8.0,1017.6,1.0,12.7,0.002,0.2,0.051,0.006,37.0,18.0
84,14.6,0.0,1.2,49.0,8.1,1016.6,0.7,15.5,0.002,0.2,0.052,0.006,37.0,20.0
85,14.8,0.0,1.8,47.0,7.8,1016.0,0.9,17.5,0.002,0.2,0.054,0.006,27.0,14.0
86,15.2,0.0,1.6,46.0,7.9,1015.8,1.0,19.1,0.002,0.2,0.054,0.006,31.0,16.0
87,15.0,0.0,1.6,48.0,8.1,1015.5,1.0,18.0,0.002,0.3,0.055,0.007,37.0,12.0
88,14.0,0.0,1.4,53.0,8.4,1015.3,0.9,14.3,0.003,0.4,0.056,0.007,33.0,20.0
89,13.2,0.0,1.0,58.0,8.8,1015.5,0.9,12.3,0.002,0.5,0.043,0.022,39.0,28.0
90,12.4,0.0,0.3,64.0,9.2,1015.9,0.0,10.4,0.002,0.5,0.015,0.044,53.0,40.0
91,11.1,0.0,1.2,70.0,9.2,1016.5,0.0,9.2,0.001,0.5,0.015,0.037,55.0,39.0
92,10.9,0.0,1.2,70.0,9.1,1016.6,0.0,8.5,0.001,0.5,0.031,0.02,51.0,35.0
93,10.8,0.0,1.3,72.0,9.3,1016.6,0.0,8.1,0.002,0.5,0.032,0.021,55.0,40.0
94,11.0,0.0,1.1,73.0,9.5,1016.3,0.0,8.2,0.002,0.5,0.032,0.02,47.0,36.0
95,10.9,0.0,1.3,74.0,9.6,1016.4,0.0,8.1,0.002,0.4,0.034,0.015,47.0,37.0
96,10.4,0.0,1.4,74.0,9.3,1016.1,0.0,8.0,0.002,0.4,0.036,0.01,49.0,37.0
97,10.2,0.0,1.3,75.0,9.3,1015.8,0.0,7.8,0.002,0.4,0.037,0.009,43.0,31.0
98,10.0,0.0,1.4,77.0,9.4,1015.6,0.0,7.9,0.001,0.4,0.036,0.008,47.0,32.0
99,10.2,0.0,1.3,77.0,9.5,1015.9,0.0,7.9,0.002,0.4,0.036,0.008,47.0,35.0
100,10.2,0.0,1.8,73.0,9.0,1015.4,0.0,7.9,0.002,0.3,0.04,0.006,51.0,33.0
101,9.2,0.0,1.7,62.0,7.2,1015.1,0.0,7.4,0.003,0.4,0.041,0.007,41.0,32.0
102,9.8,0.0,1.7,58.0,7.0,1015.6,0.0,7.2,0.003,0.5,0.042,0.009,61.0,45.0
103,10.4,0.0,3.6,66.0,8.3,1016.4,0.0,7.4,0.004,0.6,0.037,0.016,75.0,55.0
104,10.6,0.0,2.3,68.0,8.7,1016.7,0.0,7.6,0.004,0.6,0.033,0.02,97.0,67.0
105,11.3,0.0,2.5,69.0,9.2,1017.2,0.0,8.7,0.004,0.5,0.031,0.019,87.0,63.0
106,12.4,0.0,2.2,68.0,9.7,1017.7,0.0,10.5,0.003,0.5,0.032,0.017,83.0,59.0
107,13.2,0.0,1.8,67.0,10.1,1017.5,0.0,12.2,0.004,0.5,0.035,0.015,75.0,56.0
108,14.1,0.0,2.3,67.0,10.7,1017.2,0.0,14.0,0.003,0.4,0.043,0.01,73.0,48.0
109,14.4,0.0,2.9,61.0,9.9,1016.3,0.0,14.9,0.002,0.4,0.046,0.009,51.0,31.0
110,14.5,0.0,2.3,59.0,9.7,1015.8,0.0,14.8,0.002,0.3,0.044,0.01,43.0,26.0
111,14.2,0.0,2.4,59.0,9.5,1015.7,0.0,13.5,0.002,0.3,0.041,0.009,39.0,19.0
112,13.5,0.0,3.5,69.0,10.6,1016.1,0.0,13.3,0.002,0.3,0.036,0.012,31.0,18.0
113,12.9,0.0,2.8,67.0,9.9,1016.4,0.0,11.8,0.001,0.3,0.031,0.016,31.0,16.0
114,12.5,0.0,3.0,75.0,10.8,1016.7,0.0,10.9,0.001,0.3,0.03,0.015,27.0,11.0
115,11.7,0.0,3.2,86.0,11.8,1017.2,0.0,10.8,0.001,0.3,0.033,0.009,33.0,14.0
116,11.2,0.0,3.3,95.0,12.6,1016.9,0.0,10.7,0.001,0.2,0.034,0.007,19.0,11.0
117,11.1,3.5,3.2,95.0,12.5,1016.9,0.0,10.6,0.001,0.2,0.036,0.005,9.0,7.0
118,10.8,0.0,3.9,95.0,12.3,1017.1,0.0,10.4,0.001,0.2,0.036,0.004,11.0,2.0
119,10.6,0.0,4.2,96.0,12.2,1016.8,0.0,10.3,0.001,0.2,0.037,0.003,15.0,2.0
120,10.6,3.2,3.9,96.0,12.2,1017.0,0.0,10.2,0.001,0.2,0.037,0.003,0.0,4.0
121,10.6,0.0,3.9,94.0,11.9,1016.6,0.0,10.1,0.0,0.2,0.037,0.002,0.0,7.0
122,10.5,0.0,3.3,91.0,11.5,1017.2,0.0,10.0,0.001,0.2,0.036,0.002,19.0,6.0
123,9.8,3.0,3.6,92.0,11.1,1017.4,0.0,9.7,0.001,0.2,0.037,0.002,19.0,8.0
124,9.4,0.0,3.2,91.0,10.6,1017.9,0.0,9.5,0.001,0.2,0.036,0.002,19.0,11.0
125,10.0,0.0,3.4,82.0,10.0,1017.5,0.0,9.2,0.001,0.2,0.036,0.002,13.0,10.0
126,9.9,0.2,3.2,78.0,9.5,1017.6,0.0,8.8,0.001,0.2,0.034,0.004,19.0,8.0
127,9.9,0.0,2.8,79.0,9.6,1018.4,0.0,8.5,0.001,0.2,0.031,0.007,17.0,0.0
128,10.2,0.0,2.6,77.0,9.5,1018.9,0.0,8.6,0.001,0.2,0.029,0.01,19.0,8.0
129,10.6,0.0,4.1,74.0,9.4,1018.9,0.1,9.3,0.001,0.2,0.031,0.008,21.0,11.0
130,11.5,0.0,3.7,72.0,9.7,1019.2,0.5,10.1,0.001,0.2,0.034,0.006,31.0,8.0
131,12.5,0.0,4.9,65.0,9.3,1018.9,0.7,12.2,0.001,0.2,0.037,0.004,29.0,15.0
132,12.9,0.0,4.0,62.0,9.2,1018.0,0.9,13.7,0.001,0.2,0.037,0.004,23.0,11.0
133,13.1,0.0,3.5,61.0,9.2,1017.2,0.7,15.6,0.001,0.2,0.038,0.004,27.0,9.0
134,13.3,0.0,2.4,61.0,9.3,1016.6,0.9,16.8,0.001,0.2,0.038,0.005,21.0,8.0
135,12.8,0.0,3.5,67.0,9.9,1016.3,0.8,15.6,0.001,0.2,0.036,0.006,19.0,8.0
136,12.4,0.0,3.5,69.0,9.9,1016.2,0.6,13.3,0.001,0.2,0.035,0.007,21.0,11.0
137,12.1,0.0,3.4,67.0,9.4,1016.5,0.9,11.8,0.001,0.2,0.033,0.011,21.0,10.0
138,11.1,0.0,2.4,72.0,9.5,1017.1,0.3,10.0,0.001,0.2,0.03,0.014,17.0,12.0
139,10.9,0.0,2.5,72.0,9.3,1017.2,0.0,9.0,0.001,0.2,0.033,0.009,19.0,12.0
140,10.9,0.0,2.4,69.0,9.0,1017.4,0.0,8.4,0.001,0.2,0.034,0.008,19.0,15.0
141,11.0,0.0,2.7,70.0,9.2,1016.9,0.0,8.2,0.001,0.2,0.035,0.005,19.0,10.0
142,11.1,0.0,2.2,69.0,9.1,1016.9,0.0,8.2,0.001,0.2,0.035,0.005,17.0,8.0
143,11.3,0.0,2.5,68.0,9.0,1016.9,0.0,8.3,0.001,0.2,0.036,0.004,15.0,7.0
144,11.4,0.0,2.6,68.0,9.1,1016.5,0.0,8.5,0.001,0.2,0.037,0.003,17.0,5.0
145,11.2,0.0,2.5,68.0,9.0,1015.9,0.0,8.2,0.001,0.2,0.038,0.002,11.0,3.0
146,11.1,0.0,2.4,69.0,9.1,1015.0,0.0,8.1,0.001,0.1,0.037,0.002,15.0,4.0
147,10.8,0.0,2.4,70.0,9.0,1015.2,0.0,7.6,0.001,0.1,0.037,0.001,23.0,8.0
148,10.9,0.0,2.5,71.0,9.2,1014.7,0.0,7.5,0.001,0.1,0.037,0.002,17.0,5.0
149,11.1,0.0,2.9,70.0,9.2,1014.6,0.0,7.7,0.001,0.1,0.037,0.002,11.0,3.0
150,11.1,0.0,2.6,71.0,9.3,1014.3,0.0,8.0,0.001,0.2,0.034,0.005,15.0,9.0
151,11.4,0.0,2.5,71.0,9.5,1014.6,0.0,8.4,0.001,0.2,0.031,0.008,11.0,7.0
152,11.6,0.0,2.8,71.0,9.7,1014.5,0.0,8.7,0.001,0.2,0.03,0.01,11.0,5.0
153,11.9,0.0,2.5,70.0,9.7,1014.5,0.0,9.4,0.001,0.2,0.032,0.007,17.0,5.0
154,12.4,0.0,2.6,72.0,10.3,1014.7,0.0,10.6,0.001,0.2,0.029,0.009,17.0,5.0
155,12.1,0.0,2.4,77.0,10.8,1014.4,0.0,10.7,0.001,0.2,0.029,0.009,17.0,9.0
156,12.5,0.1,2.5,82.0,11.9,1012.8,0.0,12.5,0.001,0.2,0.033,0.006,15.0,6.0
157,13.2,0.0,3.3,77.0,11.6,1011.0,0.0,13.7,0.001,0.2,0.033,0.006,17.0,3.0
158,13.3,0.0,3.4,75.0,11.4,1010.2,0.0,14.4,0.001,0.2,0.032,0.007,19.0,5.0
159,13.3,0.0,2.6,77.0,11.7,1009.6,0.0,13.9,0.001,0.2,0.03,0.008,21.0,4.0
160,12.9,0.0,2.5,82.0,12.1,1009.5,0.0,12.8,0.001,0.2,0.028,0.01,23.0,4.0
161,12.4,0.0,2.6,87.0,12.4,1009.3,0.0,12.1,0.001,0.3,0.025,0.012,17.0,8.0
162,11.8,0.0,2.9,94.0,12.9,1008.9,0.0,11.5,0.001,0.3,0.028,0.011,13.0,7.0
163,11.6,0.0,2.6,97.0,13.2,1009.4,0.0,11.3,0.001,0.3,0.029,0.01,13.0,5.0
164,11.1,0.0,2.3,97.0,12.8,1009.3,0.0,11.1,0.001,0.3,0.032,0.008,15.0,4.0
165,11.1,8.0,2.2,97.0,12.8,1008.9,0.0,10.9,0.001,0.3,0.034,0.007,11.0,4.0
166,11.2,0.0,2.5,97.0,12.9,1008.5,0.0,10.8,0.001,0.3,0.037,0.005,11.0,3.0
167,11.5,0.0,2.6,95.0,12.9,1008.0,0.0,10.7,0.001,0.3,0.038,0.004,9.0,2.0
168,11.8,6.1,2.6,96.0,13.2,1006.9,0.0,10.8,0.001,0.2,0.034,0.003,3.0,0.0
169,12.3,0.0,2.6,96.0,13.7,1006.4,0.0,11.0,0.001,0.2,0.033,0.003,5.0,0.0
170,12.4,0.0,2.9,97.0,13.9,1005.5,0.0,11.1,0.001,0.2,0.031,0.004,7.0,0.0
171,12.0,3.9,3.6,93.0,12.9,1004.9,0.0,11.1,0.001,0.2,0.03,0.005,7.0,1.0
172,11.4,0.0,3.6,86.0,11.6,1004.7,0.0,10.6,0.001,0.2,0.031,0.004,7.0,1.0
173,10.9,0.0,4.4,86.0,11.2,1004.2,0.0,10.3,0.001,0.2,0.029,0.004,3.0,0.0
174,11.1,1.4,3.9,82.0,10.8,1004.5,0.0,10.1,0.001,0.2,0.03,0.005,3.0,1.0
175,10.4,0.0,4.4,87.0,10.9,1005.4,0.0,9.8,0.001,0.2,0.031,0.005,17.0,5.0
176,10.3,0.0,4.0,89.0,11.1,1006.3,0.0,9.8,0.001,0.2,0.029,0.006,13.0,7.0
177,10.3,0.6,3.4,91.0,11.3,1006.9,0.0,10.2,0.001,0.2,0.03,0.007,9.0,0.0
178,11.3,0.0,3.1,85.0,11.3,1007.3,0.0,11.2,0.001,0.2,0.031,0.006,15.0,5.0
179,12.0,0.0,2.9,81.0,11.3,1007.2,0.0,12.7,0.001,0.2,0.031,0.007,11.0,6.0
180,11.9,0.0,1.4,81.0,11.2,1006.5,0.0,12.1,0.002,0.2,0.027,0.009,17.0,8.0
181,12.4,0.0,1.2,81.0,11.6,1005.7,0.0,13.4,0.001,0.2,0.027,0.009,7.0,0.0
182,12.8,0.0,0.8,79.0,11.6,1004.8,0.0,13.8,0.001,0.2,0.029,0.008,15.0,12.0
183,13.6,0.0,0.4,75.0,11.6,1004.7,0.2,15.8,0.001,0.2,0.032,0.006,21.0,8.0
184,14.1,0.0,1.4,75.0,12.0,1004.8,0.9,14.2,0.001,0.2,0.033,0.007,17.0,6.0
185,13.2,0.0,0.7,77.0,11.6,1005.1,0.6,13.5,0.002,0.2,0.027,0.014,17.0,9.0
186,12.7,0.0,1.3,78.0,11.4,1005.2,0.2,12.0,0.002,0.3,0.024,0.016,19.0,12.0
187,12.4,0.0,0.9,79.0,11.3,1005.5,0.0,11.2,0.001,0.4,0.016,0.019,19.0,11.0
188,11.5,0.0,0.2,80.0,10.8,1005.9,0.0,10.0,0.001,0.5,0.002,0.031,23.0,15.0
189,11.3,0.0,1.0,87.0,11.6,1006.0,0.0,9.4,0.001,0.4,0.004,0.026,35.0,17.0
190,10.7,0.0,1.4,86.0,11.0,1006.1,0.0,9.5,0.001,0.3,0.01,0.021,31.0,21.0
191,10.8,0.0,0.4,85.0,10.9,1006.7,0.0,9.5,0.001,0.3,0.015,0.014,19.0,14.0
192,10.8,0.0,0.9,82.0,10.6,1006.8,0.0,9.2,0.001,0.2,0.031,0.007,17.0,11.0
193,9.7,0.0,1.4,72.0,8.6,1007.5,0.0,8.7,0.001,0.3,0.037,0.003,17.0,11.0
194,9.1,0.0,1.9,77.0,8.8,1008.2,0.0,8.7,0.001,0.3,0.038,0.003,25.0,15.0
195,9.1,0.0,1.0,76.0,8.7,1008.9,0.0,8.7,0.001,0.3,0.036,0.002,19.0,0.0
196,9.2,0.0,1.0,72.0,8.4,1008.7,0.0,8.1,0.001,0.4,0.034,0.003,17.0,11.0
197,9.0,0.0,3.8,70.0,8.0,1008.9,0.0,7.8,0.001,0.3,0.036,0.002,27.0,22.0
198,7.9,0.0,2.7,71.0,7.5,1008.9,0.0,6.8,0.001,0.3,0.037,0.003,25.0,0.0
199,7.7,0.0,4.3,67.0,7.0,1009.4,0.0,6.1,0.001,0.3,0.037,0.005,31.0,17.0
200,7.2,0.0,2.3,63.0,6.4,1009.8,0.0,5.7,0.001,0.3,0.034,0.009,35.0,26.0
201,7.6,0.0,2.3,63.0,6.5,1010.9,0.5,6.3,0.001,0.3,0.033,0.009,41.0,24.0
202,8.8,0.0,2.0,59.0,6.7,1011.5,0.8,8.0,0.001,0.3,0.036,0.007,37.0,22.0
203,10.2,0.0,1.0,58.0,7.2,1011.7,1.0,11.7,0.001,0.3,0.04,0.005,31.0,24.0
204,10.4,0.0,2.4,57.0,7.2,1010.4,1.0,14.3,0.001,0.4,0.041,0.005,33.0,22.0
205,10.5,0.0,1.8,58.0,7.3,1010.3,1.0,16.8,0.001,0.4,0.04,0.005,51.0,33.0
206,10.2,0.0,1.9,53.0,6.6,1009.3,1.0,17.4,0.002,0.3,0.04,0.005,45.0,32.0
207,10.4,0.0,2.2,56.0,7.0,1010.0,1.0,16.5,0.001,0.2,0.038,0.006,39.0,25.0
208,10.0,0.0,2.0,51.0,6.2,1009.6,1.0,12.5,0.001,0.2,0.037,0.006,31.0,20.0
209,9.3,0.0,2.6,55.0,6.4,1010.8,1.0,10.4,0.001,0.2,0.03,0.012,31.0,17.0
210,8.5,0.0,2.1,58.0,6.4,1011.2,0.4,8.3,0.001,0.3,0.02,0.023,29.0,19.0
211,8.0,0.0,1.4,59.0,6.3,1011.6,0.0,7.1,0.001,0.3,0.02,0.022,39.0,17.0
212,7.1,0.0,2.1,63.0,6.3,1011.6,0.0,6.2,0.001,0.2,0.027,0.015,39.0,21.0
213,7.2,0.0,1.2,65.0,6.6,1012.4,0.0,5.7,0.001,0.3,0.031,0.012,35.0,17.0
214,7.7,0.0,2.8,66.0,6.9,1013.0,0.0,5.4,0.001,0.2,0.037,0.006,37.0,18.0
215,7.5,0.0,1.0,71.0,7.3,1013.0,0.0,5.5,0.001,0.2,0.031,0.008,31.0,15.0
216,6.6,0.0,1.9,74.0,7.2,1012.8,0.0,5.0,0.001,0.2,0.034,0.004,29.0,21.0
217,6.2,0.0,1.5,76.0,7.2,1012.9,0.0,4.7,0.001,0.2,0.029,0.005,35.0,16.0
218,5.8,0.0,0.8,78.0,7.2,1013.2,0.0,4.3,0.001,0.2,0.025,0.005,23.0,13.0
219,4.9,0.0,1.5,81.0,7.0,1013.2,0.0,4.3,0.001,0.2,0.026,0.004,23.0,19.0
220,5.0,0.0,1.3,82.0,7.1,1013.1,0.0,3.9,0.001,0.2,0.025,0.005,23.0,16.0
221,5.0,0.0,1.5,82.0,7.1,1013.0,0.0,3.7,0.001,0.2,0.022,0.007,27.0,15.0
222,5.3,0.0,0.9,79.0,7.0,1013.6,0.0,3.9,0.001,0.3,0.009,0.025,17.0,0.0
223,5.0,0.0,0.1,84.0,7.3,1014.1,0.0,4.4,0.001,0.5,0.001,0.037,25.0,16.0
224,5.2,0.0,0.2,83.0,7.3,1014.6,0.0,4.1,0.002,0.7,0.002,0.041,41.0,24.0
225,5.7,0.0,0.4,82.0,7.5,1015.4,0.0,4.8,0.002,0.6,0.007,0.036,59.0,34.0
226,7.3,0.0,0.6,67.0,6.8,1016.1,0.3,6.3,0.001,0.2,0.03,0.009,61.0,36.0
227,8.5,0.0,0.7,62.0,6.9,1015.9,0.5,10.7,0.001,0.2,0.033,0.007,27.0,10.0
228,10.0,0.0,0.5,57.0,7.0,1015.1,0.7,14.1,0.001,0.2,0.036,0.004,25.0,8.0
229,9.1,0.0,1.4,56.0,6.4,1014.4,1.0,17.2,0.001,0.2,0.037,0.004,27.0,6.0
230,9.9,0.0,1.6,59.0,7.2,1013.5,1.0,17.5,0.001,0.2,0.038,0.003,17.0,6.0
231,10.2,0.0,1.2,59.0,7.3,1013.6,1.0,16.6,0.001,0.2,0.038,0.004,25.0,8.0
232,9.6,0.0,1.0,59.0,7.0,1014.2,1.0,12.2,0.001,0.2,0.037,0.005,15.0,11.0
233,8.6,0.0,1.7,60.0,6.7,1015.0,0.5,9.9,0.001,0.2,0.031,0.012,19.0,11.0
