,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
23,6.5,0.0,3.2,76.0,7.3,1015.7,0.0,2.0,0.006,1.4,0.002,0.033,81.0,59.0
24,6.3,0.0,3.3,76.0,7.2,1015.7,0.0,2.2,0.006,1.3,0.001,0.03,84.0,64.0
25,6.2,0.0,3.6,78.0,7.4,1015.1,0.0,2.5,0.005,1.2,0.001,0.029,83.0,60.0
26,6.2,0.0,3.9,80.0,7.5,1014.5,0.0,2.7,0.005,1.2,0.001,0.028,89.0,68.0
27,5.9,0.0,2.7,80.0,7.4,1015.0,0.0,2.7,0.005,1.2,0.002,0.028,84.0,67.0
28,6.1,0.0,3.7,82.0,7.7,1014.3,0.0,3.0,0.005,1.1,0.002,0.026,78.0,64.0
29,6.0,0.0,3.2,85.0,7.9,1013.6,0.0,3.2,0.005,1.1,0.002,0.027,81.0,59.0
30,5.7,0.2,3.2,89.0,8.1,1013.3,0.0,3.5,0.005,1.1,0.001,0.029,77.0,56.0
31,5.4,0.0,3.1,91.0,8.1,1013.2,0.0,3.4,0.005,1.1,0.001,0.031,68.0,52.0
32,5.5,0.0,3.6,92.0,8.2,1013.2,0.0,3.3,0.005,1.2,0.001,0.031,77.0,54.0
33,5.6,0.0,2.5,91.0,8.2,1013.4,0.0,3.9,0.005,1.2,0.002,0.03,80.0,53.0
34,6.2,0.0,1.9,90.0,8.5,1013.9,0.0,5.3,0.006,1.0,0.004,0.028,83.0,64.0
35,6.6,0.0,3.1,89.0,8.7,1014.2,0.2,6.6,0.006,1.2,0.02,0.024,77.0,54.0
36,7.7,0.0,3.1,69.0,7.2,1013.4,0.8,8.4,0.009,1.3,0.033,0.02,88.0,72.0
37,8.5,0.0,4.0,67.0,7.4,1013.1,1.0,9.5,0.008,1.3,0.037,0.02,112.0,89.0
38,8.3,0.0,3.0,73.0,8.0,1012.4,0.8,8.3,0.008,1.4,0.037,0.021,120.0,90.0
39,7.8,0.0,3.4,77.0,8.1,1012.7,0.2,7.2,0.007,1.4,0.037,0.021,137.0,102.0
40,7.6,0.0,3.8,79.0,8.2,1013.0,0.0,6.7,0.007,1.5,0.026,0.026,143.0,109.0
41,7.1,0.0,2.4,83.0,8.4,1013.1,0.0,5.1,0.007,1.5,0.017,0.031,138.0,111.0
42,6.3,0.0,3.1,80.0,7.6,1013.5,0.0,3.7,0.007,1.5,0.014,0.033,149.0,116.0
43,5.3,0.0,4.0,85.0,7.5,1013.9,0.0,2.7,0.007,1.6,0.011,0.033,152.0,114.0
44,5.1,0.0,3.6,82.0,7.2,1014.1,0.0,2.2,0.006,1.6,0.008,0.032,150.0,122.0
45,4.3,0.0,4.7,86.0,7.1,1014.2,0.0,1.8,0.006,1.6,0.013,0.028,165.0,130.0
46,3.4,0.0,4.6,88.0,6.8,1014.5,0.0,1.2,0.006,1.6,0.014,0.026,162.0,124.0
47,3.0,0.0,4.2,91.0,6.9,1014.9,0.0,0.7,0.006,1.5,0.015,0.025,151.0,117.0
48,2.4,0.0,3.0,91.0,6.6,1015.4,0.0,0.2,0.006,1.5,0.019,0.022,145.0,113.0
49,1.9,0.0,3.6,88.0,6.2,1015.5,0.0,-0.2,0.007,1.4,0.028,0.015,144.0,106.0
50,1.5,0.0,3.1,87.0,5.9,1015.7,0.0,0.1,0.007,1.4,0.026,0.016,124.0,92.0
51,1.0,0.0,1.8,87.0,5.7,1015.9,0.0,0.1,0.007,1.4,0.016,0.022,112.0,84.0
52,0.9,0.0,2.1,80.0,5.2,1016.4,0.0,0.1,0.007,1.5,0.007,0.026,107.0,86.0
53,0.7,0.0,1.7,79.0,5.1,1016.2,0.0,0.0,0.006,1.8,0.002,0.03,100.0,76.0
54,0.2,0.0,0.7,66.0,4.1,1016.0,0.0,0.0,0.007,1.9,0.002,0.035,101.0,72.0
55,0.1,0.0,0.5,68.0,4.2,1016.1,0.0,0.0,0.007,2.2,0.002,0.043,94.0,70.0
56,-0.2,0.0,1.6,78.0,4.7,1016.6,0.0,-0.1,0.008,2.3,0.002,0.048,145.0,67.0
57,1.3,0.0,1.7,63.0,4.2,1016.8,0.6,-0.1,0.009,2.0,0.003,0.04,0.0,83.0
58,3.5,0.0,1.1,63.0,5.0,1016.8,1.0,0.0,0.01,1.7,0.005,0.036,0.0,95.0
59,5.0,0.0,1.7,58.0,5.1,1016.6,1.0,0.0,0.01,1.4,0.009,0.034,0.0,0.0
60,6.0,0.0,2.6,60.0,5.6,1016.0,1.0,0.9,0.009,1.1,0.022,0.023,0.0,0.0
61,6.2,0.0,3.0,65.0,6.1,1015.5,1.0,5.7,0.007,1.0,0.03,0.014,0.0,0.0
62,7.0,0.0,2.8,55.0,5.5,1015.1,1.0,7.4,0.006,0.8,0.033,0.012,0.0,0.0
63,6.4,0.0,3.8,56.0,5.4,1015.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0
64,6.2,0.0,3.2,54.0,5.1,1014.7,1.0,4.6,0.005,0.8,0.03,0.014,0.0,0.0
65,5.2,0.0,2.6,56.0,5.0,1014.4,1.0,2.8,0.005,0.8,0.015,0.023,22.0,0.0
66,4.2,0.0,1.5,65.0,5.4,1014.1,0.3,1.2,0.005,0.9,0.006,0.029,26.0,16.0
67,3.7,0.0,1.5,64.0,5.1,1014.6,0.0,0.3,0.005,0.9,0.007,0.028,25.0,18.0
68,3.5,0.0,1.3,68.0,5.4,1014.8,0.0,0.4,0.005,1.1,0.002,0.033,28.0,21.0
69,3.3,0.0,1.7,72.0,5.6,1014.8,0.0,0.3,0.006,1.5,0.002,0.039,28.0,26.0
70,4.1,0.0,2.9,72.0,5.9,1014.6,0.0,0.3,0.006,1.7,0.002,0.041,39.0,28.0
71,4.4,0.0,2.5,76.0,6.3,1014.7,0.0,0.3,0.005,1.7,0.002,0.039,37.0,32.0
72,4.8,0.0,2.3,81.0,7.0,1014.7,0.0,0.3,0.005,1.6,0.002,0.036,37.0,33.0
73,4.7,0.0,2.2,84.0,7.2,1014.4,0.0,0.3,0.006,1.6,0.001,0.035,39.0,33.0
74,3.8,0.0,2.1,81.0,6.5,1014.4,0.0,0.3,0.005,1.4,0.001,0.031,45.0,37.0
75,3.8,0.0,2.3,82.0,6.6,1014.4,0.0,0.7,0.005,1.3,0.001,0.029,41.0,35.0
76,3.3,0.0,1.9,84.0,6.5,1014.3,0.0,0.5,0.005,1.3,0.001,0.029,39.0,32.0
77,2.9,0.0,1.6,84.0,6.3,1014.4,0.0,0.3,0.005,1.6,0.001,0.031,39.0,31.0
78,3.0,0.0,0.9,85.0,6.4,1014.1,0.0,0.2,0.006,2.0,0.001,0.037,43.0,35.0
79,2.6,0.0,0.6,85.0,6.2,1014.7,0.0,0.2,0.007,2.3,0.001,0.045,56.0,40.0
80,2.3,0.0,0.9,90.0,6.5,1015.2,0.0,0.2,0.007,2.6,0.002,0.052,66.0,51.0
81,2.5,0.0,0.3,89.0,6.5,1015.9,0.2,0.2,0.007,2.3,0.002,0.047,77.0,65.0
82,3.8,0.0,1.6,84.0,6.7,1016.4,1.0,0.2,0.007,1.7,0.006,0.035,99.0,81.0
83,4.6,0.0,2.4,77.0,6.5,1016.6,1.0,2.7,0.01,1.3,0.02,0.023,91.0,77.0
84,5.6,0.0,3.7,43.0,3.9,1015.7,1.0,5.7,0.01,1.2,0.02,0.026,75.0,57.0
85,6.6,0.0,2.8,60.0,5.8,1015.1,1.0,7.6,0.008,1.1,0.03,0.018,84.0,54.0
86,7.3,0.0,3.1,40.0,4.1,1014.7,1.0,8.0,0.007,1.0,0.029,0.017,63.0,45.0
87,7.5,0.0,3.7,42.0,4.3,1014.4,1.0,6.6,0.006,1.0,0.028,0.017,56.0,37.0
88,7.1,0.0,4.1,40.0,4.0,1014.7,1.0,4.6,0.006,1.0,0.024,0.02,50.0,34.0
89,6.1,0.0,3.3,56.0,5.3,1014.6,1.0,3.2,0.007,1.3,0.013,0.027,54.0,35.0
90,5.2,0.0,2.3,60.0,5.3,1015.4,0.2,1.8,0.006,1.3,0.005,0.032,65.0,43.0
91,5.1,0.0,3.7,53.0,4.6,1015.6,0.0,1.2,0.006,1.4,0.002,0.034,60.0,45.0
92,4.4,0.0,4.1,54.0,4.5,1016.1,0.0,0.7,0.007,1.2,0.01,0.026,54.0,39.0
93,3.8,0.0,3.4,51.0,4.1,1016.0,0.0,0.1,0.007,1.3,0.016,0.021,57.0,40.0
94,3.3,0.0,5.2,46.0,3.6,1016.1,0.0,0.3,0.007,1.3,0.011,0.024,66.0,42.0
95,2.8,0.0,2.4,49.0,3.7,1016.3,0.0,0.3,0.007,1.2,0.015,0.021,64.0,43.0
96,2.6,0.0,2.4,57.0,4.2,1016.7,0.0,0.2,0.008,1.3,0.009,0.025,57.0,39.0
97,2.4,0.0,3.1,54.0,3.9,1017.0,0.0,0.2,0.007,1.3,0.015,0.02,60.0,35.0
98,1.8,0.0,3.0,51.0,3.6,1016.9,0.0,0.1,0.006,1.1,0.023,0.014,55.0,35.0
99,1.9,0.0,3.8,49.0,3.4,1017.1,0.0,0.1,0.006,1.3,0.016,0.019,49.0,36.0
100,1.6,0.0,3.2,52.0,3.6,1017.3,0.0,0.0,0.006,1.3,0.01,0.022,50.0,36.0
101,1.5,0.0,3.2,53.0,3.6,1017.0,0.0,0.0,0.006,1.3,0.006,0.024,53.0,35.0
102,1.4,0.0,3.5,55.0,3.7,1017.0,0.0,0.0,0.005,1.3,0.002,0.026,52.0,40.0
103,1.2,0.0,2.2,56.0,3.7,1017.6,0.0,0.0,0.006,1.5,0.002,0.029,56.0,42.0
104,0.9,0.0,3.1,61.0,4.0,1018.1,0.0,0.0,0.006,1.6,0.002,0.031,57.0,42.0
105,1.4,0.0,2.9,62.0,4.2,1018.4,0.0,0.0,0.007,1.6,0.003,0.033,63.0,45.0
106,2.3,0.0,2.5,58.0,4.2,1018.8,0.0,0.1,0.007,1.5,0.003,0.034,67.0,49.0
107,4.1,0.0,2.4,48.0,3.9,1018.9,0.0,0.2,0.007,1.4,0.004,0.032,70.0,51.0
108,5.5,0.0,4.9,49.0,4.4,1018.4,0.0,1.0,0.006,1.1,0.008,0.027,60.0,42.0
109,6.2,0.0,5.2,50.0,4.8,1017.9,0.0,4.5,0.005,0.9,0.02,0.016,37.0,26.0
110,7.0,0.0,4.7,51.0,5.1,1017.8,0.0,5.2,0.005,0.8,0.021,0.015,19.0,12.0
111,7.6,0.0,5.0,51.0,5.3,1017.8,0.0,5.2,0.005,0.8,0.017,0.017,15.0,9.0
112,7.6,0.0,5.4,51.0,5.3,1018.0,0.0,4.6,0.005,0.9,0.012,0.02,15.0,14.0
113,7.6,0.0,3.9,52.0,5.4,1018.1,0.0,3.9,0.004,0.9,0.005,0.024,17.0,13.0
114,7.5,0.0,4.3,52.0,5.4,1018.5,0.0,3.2,0.004,1.0,0.002,0.027,14.0,13.0
115,7.5,0.0,5.2,52.0,5.4,1018.6,0.0,3.1,0.004,0.9,0.003,0.026,18.0,13.0
116,7.4,0.0,4.1,52.0,5.4,1018.9,0.0,2.8,0.004,0.9,0.004,0.025,19.0,14.0
117,7.1,0.0,4.0,54.0,5.5,1019.1,0.0,2.6,0.004,0.9,0.005,0.024,14.0,0.0
118,6.8,0.0,3.9,55.0,5.4,1019.0,0.0,2.6,0.004,0.8,0.011,0.019,13.0,0.0
119,6.5,0.0,4.3,56.0,5.4,1019.2,0.0,2.3,0.004,0.8,0.019,0.014,10.0,0.0
120,6.0,0.0,3.1,56.0,5.2,1019.1,0.0,1.8,0.004,0.8,0.021,0.013,8.0,0.0
121,5.8,0.0,3.7,58.0,5.4,1019.1,0.0,1.7,0.004,0.8,0.021,0.013,10.0,0.0
122,5.5,0.0,3.4,58.0,5.2,1019.0,0.0,1.4,0.004,0.8,0.022,0.012,7.0,0.0
123,5.4,0.0,3.2,58.0,5.2,1019.4,0.0,1.9,0.004,0.7,0.024,0.011,6.0,0.0
124,5.3,0.0,2.7,58.0,5.2,1019.1,0.0,2.0,0.004,0.7,0.024,0.011,8.0,7.0
125,5.3,0.0,3.3,57.0,5.1,1018.8,0.0,2.1,0.004,0.8,0.018,0.014,7.0,6.0
126,5.2,0.0,2.2,58.0,5.1,1019.0,0.0,1.9,0.004,0.8,0.007,0.021,10.0,6.0
127,5.0,0.0,3.0,60.0,5.2,1019.3,0.0,1.6,0.004,0.9,0.002,0.026,11.0,9.0
128,4.6,0.0,3.0,61.0,5.2,1019.2,0.0,0.9,0.004,1.0,0.003,0.028,12.0,10.0
129,5.1,0.0,2.6,59.0,5.2,1019.6,0.5,1.3,0.005,1.0,0.005,0.025,14.0,11.0
130,6.9,0.0,3.4,55.0,5.5,1019.7,1.0,2.8,0.005,0.8,0.01,0.021,18.0,13.0
131,7.6,0.0,2.8,55.0,5.8,1019.5,1.0,4.6,0.004,0.8,0.017,0.017,20.0,11.0
132,9.4,0.0,2.1,52.0,6.1,1018.5,1.0,7.9,0.005,0.8,0.02,0.015,16.0,12.0
133,10.0,0.0,1.4,48.0,5.9,1017.7,1.0,9.7,0.005,0.8,0.019,0.016,16.0,11.0
134,10.2,0.0,2.8,53.0,6.6,1016.9,1.0,9.8,0.006,0.8,0.023,0.019,19.0,16.0
135,10.3,0.0,1.7,53.0,6.6,1016.4,1.0,9.2,0.006,0.8,0.02,0.023,38.0,27.0
136,9.1,0.0,3.3,56.0,6.4,1016.4,1.0,7.3,0.005,0.9,0.016,0.023,51.0,41.0
137,8.1,0.0,2.8,58.0,6.2,1016.5,0.8,5.5,0.005,0.9,0.007,0.028,40.0,34.0
138,6.5,0.0,2.3,69.0,6.7,1016.7,0.0,3.9,0.007,1.1,0.003,0.03,42.0,29.0
139,5.7,0.0,2.4,74.0,6.8,1017.1,0.0,3.0,0.007,1.2,0.002,0.032,40.0,30.0
140,5.8,0.0,2.3,68.0,6.2,1016.9,0.0,2.3,0.007,1.6,0.002,0.037,43.0,34.0
141,5.3,0.0,1.1,78.0,6.9,1016.9,0.0,1.9,0.006,1.9,0.002,0.043,50.0,42.0
142,4.8,0.0,1.3,78.0,6.7,1016.8,0.0,1.4,0.006,1.8,0.002,0.043,57.0,43.0
143,4.9,0.0,0.8,71.0,6.1,1016.6,0.0,0.8,0.006,1.9,0.001,0.043,54.0,44.0
144,4.5,0.0,1.2,74.0,6.2,1016.0,0.0,0.6,0.006,2.1,0.002,0.043,52.0,43.0
145,4.4,0.0,1.1,74.0,6.2,1015.7,0.0,0.6,0.006,1.9,0.001,0.038,51.0,46.0
146,3.9,0.0,1.8,77.0,6.2,1015.6,0.0,0.6,0.005,1.7,0.001,0.034,57.0,44.0
147,3.6,0.0,1.6,85.0,6.7,1015.6,0.0,0.6,0.005,1.7,0.002,0.033,52.0,43.0
148,3.2,0.0,1.9,81.0,6.2,1014.9,0.0,0.5,0.005,1.8,0.002,0.033,50.0,42.0
149,2.8,0.0,1.9,83.0,6.2,1014.9,0.0,0.4,0.006,1.8,0.002,0.035,54.0,39.0
150,2.2,0.0,1.7,88.0,6.3,1014.7,0.0,0.4,0.006,2.1,0.002,0.041,53.0,45.0
151,1.9,0.0,1.8,86.0,6.0,1014.8,0.0,0.3,0.006,2.1,0.002,0.042,59.0,49.0
152,1.8,0.0,0.4,85.0,5.9,1015.3,0.0,0.3,0.006,2.2,0.002,0.043,61.0,49.0
153,2.4,0.0,0.6,83.0,6.1,1015.4,0.3,0.4,0.007,2.4,0.002,0.051,67.0,58.0
154,4.1,0.0,2.1,74.0,6.1,1014.7,0.1,0.6,0.007,2.0,0.002,0.045,85.0,68.0
155,3.6,0.0,2.3,84.0,6.6,1015.5,0.7,4.3,0.007,1.4,0.004,0.035,77.0,66.0
156,6.8,0.0,1.2,66.0,6.5,1014.2,1.0,7.5,0.008,1.4,0.006,0.038,71.0,54.0
157,7.0,0.0,2.0,61.0,6.1,1012.6,1.0,8.6,0.009,1.5,0.005,0.046,77.0,64.0
158,7.5,0.0,1.8,63.0,6.5,1011.8,1.0,9.5,0.011,1.4,0.005,0.046,90.0,74.0
159,7.8,0.0,2.8,61.0,6.4,1010.8,1.0,8.6,0.009,1.5,0.004,0.047,98.0,75.0
160,7.8,0.0,2.2,59.0,6.2,1010.7,0.7,7.1,0.008,1.3,0.005,0.041,101.0,77.0
161,7.6,0.0,3.6,63.0,6.5,1010.3,1.0,5.8,0.006,1.0,0.011,0.033,89.0,71.0
162,6.6,0.0,2.7,71.0,6.9,1010.3,0.0,3.9,0.005,1.1,0.01,0.033,69.0,55.0
163,5.9,0.0,2.6,74.0,6.9,1010.1,0.0,3.1,0.005,1.2,0.004,0.034,55.0,47.0
164,5.8,0.0,2.5,66.0,6.1,1010.1,0.0,2.5,0.005,1.2,0.003,0.032,51.0,41.0
165,5.1,0.0,2.6,77.0,6.7,1010.4,0.0,2.1,0.005,1.3,0.002,0.032,45.0,38.0
166,5.0,0.0,2.2,70.0,6.1,1010.4,0.0,1.9,0.005,1.3,0.002,0.033,42.0,37.0
167,5.1,0.0,1.6,69.0,6.1,1010.6,0.0,2.4,0.005,1.4,0.002,0.035,48.0,36.0
168,5.7,0.0,3.2,61.0,5.6,1010.5,0.0,2.7,0.005,1.4,0.002,0.035,51.0,43.0
169,6.5,0.0,4.2,59.0,5.7,1010.2,0.0,3.1,0.005,1.2,0.002,0.032,49.0,36.0
170,6.3,0.0,3.5,60.0,5.7,1009.8,0.0,3.0,0.005,1.1,0.002,0.031,39.0,34.0
171,6.4,0.0,4.1,59.0,5.7,1009.5,0.0,2.8,0.005,1.2,0.002,0.03,36.0,30.0
172,6.2,0.0,4.0,60.0,5.7,1008.7,0.0,2.2,0.005,1.2,0.003,0.029,40.0,32.0
173,6.3,0.0,5.0,60.0,5.7,1007.7,0.0,2.2,0.005,1.2,0.002,0.028,37.0,33.0
174,6.0,0.0,5.1,61.0,5.7,1007.3,0.0,2.1,0.004,1.2,0.002,0.029,49.0,33.0
175,5.4,0.0,2.3,67.0,6.0,1007.5,0.0,1.5,0.004,1.2,0.002,0.029,34.0,29.0
176,4.2,0.0,2.7,74.0,6.1,1007.5,0.0,1.1,0.005,1.1,0.004,0.027,35.0,30.0
177,4.8,0.0,2.4,72.0,6.2,1007.5,0.9,2.2,0.005,1.1,0.006,0.026,37.0,29.0
178,7.0,0.0,4.4,63.0,6.3,1007.7,0.3,4.6,0.006,1.1,0.009,0.026,36.0,29.0
179,8.1,0.0,2.1,61.0,6.6,1007.2,0.7,7.7,0.006,0.9,0.02,0.018,33.0,31.0
180,7.9,0.0,2.2,66.0,7.0,1006.2,0.0,8.5,0.006,0.9,0.017,0.02,18.0,0.0
181,8.1,0.0,3.5,66.0,7.1,1005.1,0.0,8.8,0.005,1.0,0.013,0.025,20.0,0.0
182,8.5,0.0,3.6,63.0,7.0,1004.3,0.3,8.6,0.006,1.0,0.012,0.025,35.0,26.0
183,8.4,0.0,3.1,66.0,7.3,1004.0,0.0,8.2,0.006,0.9,0.014,0.024,37.0,30.0
184,8.3,0.0,2.2,62.0,6.8,1003.9,0.0,7.5,0.006,0.9,0.014,0.024,39.0,27.0
185,8.0,0.0,1.9,71.0,7.6,1003.9,0.0,6.6,0.006,0.9,0.012,0.025,39.0,32.0
186,7.0,0.0,4.4,74.0,7.4,1003.8,0.0,5.4,0.006,1.0,0.017,0.02,36.0,26.0
187,6.6,0.0,2.9,74.0,7.2,1004.2,0.0,5.0,0.005,1.0,0.018,0.019,35.0,27.0
188,6.1,0.0,4.6,76.0,7.1,1004.2,0.0,4.7,0.005,0.9,0.024,0.015,35.0,30.0
189,5.4,0.0,4.5,80.0,7.2,1004.5,0.0,4.4,0.005,1.0,0.02,0.016,41.0,31.0
190,4.8,0.0,5.6,83.0,7.1,1004.7,0.0,4.2,0.005,1.1,0.019,0.016,48.0,36.0
191,4.5,0.0,4.3,84.0,7.1,1005.0,0.0,4.0,0.005,1.1,0.019,0.016,56.0,42.0
192,4.4,0.0,3.6,84.0,7.0,1005.0,0.0,3.8,0.005,1.0,0.023,0.015,50.0,42.0
193,4.2,0.0,4.4,83.0,6.8,1005.0,0.0,3.7,0.005,1.0,0.027,0.013,53.0,39.0
194,4.0,0.0,4.3,90.0,7.3,1005.1,0.0,3.7,0.004,1.1,0.029,0.012,53.0,44.0
195,4.0,0.1,3.1,90.0,7.3,1005.3,0.0,3.7,0.004,1.1,0.031,0.012,57.0,45.0
196,3.5,0.0,5.4,87.0,6.8,1005.3,0.0,3.4,0.004,1.0,0.03,0.011,63.0,49.0
197,3.4,0.0,4.5,87.0,6.8,1005.5,0.0,3.2,0.005,1.0,0.029,0.013,52.0,47.0
198,3.1,0.0,5.0,86.0,6.5,1006.0,0.0,3.0,0.005,1.1,0.025,0.017,52.0,43.0
199,2.9,0.0,4.9,87.0,6.5,1006.7,0.0,2.6,0.005,1.3,0.018,0.02,80.0,41.0
200,1.7,0.0,5.3,84.0,5.8,1007.6,0.0,1.5,0.006,1.7,0.009,0.025,54.0,52.0
201,1.9,0.0,4.5,81.0,5.7,1008.6,0.0,1.6,0.008,1.6,0.018,0.02,96.0,80.0
202,2.1,0.0,5.9,71.0,5.0,1009.1,0.6,3.3,0.009,1.4,0.021,0.018,91.0,72.0
203,2.6,0.0,4.5,65.0,4.8,1009.6,1.0,3.8,0.009,1.4,0.023,0.018,78.0,66.0
204,3.1,0.0,5.6,59.0,4.5,1009.6,1.0,6.1,0.009,1.2,0.029,0.015,75.0,63.0
205,2.9,0.0,6.1,58.0,4.4,1009.3,1.0,6.2,0.008,1.0,0.032,0.015,68.0,50.0
206,3.4,0.0,5.9,53.0,4.2,1008.8,1.0,6.5,0.007,0.9,0.032,0.015,60.0,46.0
207,3.4,0.0,4.7,49.0,3.8,1009.2,1.0,5.5,0.007,0.9,0.034,0.014,57.0,43.0
208,3.0,0.0,4.7,51.0,3.9,1009.3,1.0,3.6,0.007,0.9,0.032,0.015,50.0,37.0
209,2.8,0.0,4.6,46.0,3.5,1009.7,1.0,2.0,0.006,0.8,0.026,0.019,45.0,42.0
210,2.0,0.0,3.4,48.0,3.4,1010.4,0.3,0.9,0.006,0.9,0.023,0.021,46.0,37.0
211,1.1,0.0,4.7,56.0,3.7,1010.8,0.0,0.7,0.006,0.9,0.02,0.022,50.0,40.0
212,0.6,0.0,4.8,55.0,3.5,1011.1,0.0,0.4,0.006,0.9,0.02,0.021,51.0,37.0
213,-0.4,0.0,6.4,55.0,3.3,1011.3,0.0,0.0,0.006,0.9,0.023,0.017,44.0,35.0
214,-1.3,0.0,4.1,61.0,3.4,1011.7,0.0,-0.2,0.006,0.9,0.024,0.016,39.0,33.0
215,-1.9,0.0,2.2,60.0,3.2,1011.8,0.0,-0.5,0.006,0.9,0.024,0.016,45.0,35.0
216,-2.1,0.0,4.4,62.0,3.2,1012.1,0.0,-0.6,0.006,0.9,0.023,0.016,43.0,33.0
217,-2.4,0.0,3.7,59.0,3.0,1012.5,0.0,-0.8,0.005,0.8,0.03,0.012,40.0,32.0
218,-2.4,0.0,4.1,59.0,3.0,1013.0,0.0,-1.0,0.005,0.7,0.029,0.011,36.0,24.0
219,-2.4,0.0,4.4,57.0,2.9,1013.5,0.0,-1.1,0.005,0.8,0.027,0.012,34.0,17.0
220,-2.5,0.0,4.8,57.0,2.9,1013.5,0.0,-1.2,0.006,0.8,0.025,0.013,37.0,19.0
221,-2.7,0.0,3.0,53.0,2.7,1013.6,0.0,-1.3,0.006,0.8,0.019,0.017,38.0,19.0
222,-2.7,0.0,3.0,53.0,2.7,1013.6,0.0,-1.5,0.006,0.9,0.011,0.023,37.0,17.0
223,-2.6,0.0,2.7,57.0,2.9,1014.4,0.0,-1.6,0.006,1.0,0.005,0.029,34.0,18.0
224,-2.7,0.0,2.3,58.0,2.9,1014.7,0.0,-1.5,0.006,1.1,0.005,0.03,35.0,18.0
225,-2.1,0.0,0.5,54.0,2.8,1014.6,0.9,-1.0,0.007,1.3,0.003,0.038,35.0,21.0
226,-0.4,0.0,1.9,51.0,3.0,1015.4,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
227,-0.8,0.0,3.4,65.0,3.8,1015.9,0.1,-0.2,0.005,0.6,0.017,0.017,35.0,26.0
228,-0.2,0.0,3.5,66.0,4.0,1015.4,0.6,-0.1,0.005,0.5,0.025,0.013,37.0,22.0
229,0.2,0.0,5.4,56.0,3.5,1014.6,1.0,0.0,0.006,0.5,0.029,0.012,34.0,21.0
230,0.3,0.0,5.0,57.0,3.6,1014.1,1.0,0.1,0.005,0.4,0.03,0.012,36.0,19.0
231,0.2,0.0,6.4,38.0,2.4,1014.3,1.0,0.2,0.005,0.3,0.033,0.01,31.0,15.0
232,-0.3,0.0,6.0,41.0,2.5,1014.8,1.0,-0.1,0.005,0.4,0.029,0.012,27.0,15.0
